fight_id,event_name,fighter_1,fighter_1_result,fighter_2,fighter_2_result,bout_type,method,end_round,end_time_round,max_round,referee,fight_link
77,UFC Fight Night: Lewis vs. Nascimento,Diego Ferreira,W,Mateusz Rebecki,L,Lightweight Bout,KO/TKO,3,291,3,Gary Copeland,http://ufcstats.com/fight-details/6c67aa7063717a0c
78,UFC Fight Night: Lewis vs. Nascimento,Alex Caceres,L,Sean Woodson,W,Featherweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/8aa07b6cc40f0cb2
79,UFC Fight Night: Lewis vs. Nascimento,Waldo Cortes-Acosta,W,Robelis Despaigne,L,Heavyweight Bout,Decision - Unanimous,3,300,3,Josh Stewart,http://ufcstats.com/fight-details/e98eb6de29c62c9c
80,UFC Fight Night: Lewis vs. Nascimento,Chase Hooper,W,Viacheslav Borshchev,L,Lightweight Bout,Submission,2,180,3,Keith Peterson,http://ufcstats.com/fight-details/420a5e3b4010ebef
81,UFC Fight Night: Lewis vs. Nascimento,Terrance McKinney,L,Esteban Ribovics,W,Lightweight Bout,KO/TKO,1,37,3,Gary Copeland,http://ufcstats.com/fight-details/8d9bcbb48888a5a3
82,UFC Fight Night: Lewis vs. Nascimento,Tabatha Ricci,W,Tecia Pennington,L,Women's Strawweight Bout,Decision - Split,3,300,3,Nick Berens,http://ufcstats.com/fight-details/13d8d5cd83e5b57e
83,UFC Fight Night: Lewis vs. Nascimento,Billy Ray Goff,L,Trey Waters,W,Welterweight Bout,Decision - Unanimous,3,300,3,Josh Stewart,http://ufcstats.com/fight-details/ec5d705232983b87
84,UFC Fight Night: Lewis vs. Nascimento,Charles Johnson,W,Jake Hadley,L,Flyweight Bout,Decision - Unanimous,3,300,3,Gary Copeland,http://ufcstats.com/fight-details/4b45f190122a1ce1
85,UFC Fight Night: Lewis vs. Nascimento,JJ Aldrich,L,Veronica Hardy,W,Women's Flyweight Bout,Decision - Unanimous,3,300,3,Josh Stewart,http://ufcstats.com/fight-details/ccf3b6eda4c2a564
86,UFC 301: Pantoja vs. Erceg,Alexandre Pantoja,W,Steve Erceg,L,UFC Flyweight Title Bout,Decision - Unanimous,5,300,5,Marc Goddard,http://ufcstats.com/fight-details/3f419fce8ba8aa0e
87,UFC 301: Pantoja vs. Erceg,Jose Aldo,W,Jonathan Martinez,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/b3d88eaea611a4a8
88,UFC 301: Pantoja vs. Erceg,Anthony Smith,W,Vitor Petrino,L,Light Heavyweight Bout,Submission,1,120,3,Osiris Maia,http://ufcstats.com/fight-details/a8718a3419a11e15
89,UFC 301: Pantoja vs. Erceg,Michel Pereira,W,Ihor Potieria,L,Middleweight Bout,Submission,1,54,3,Fernando Portella,http://ufcstats.com/fight-details/3e74caa9fff4a5eb
90,UFC 301: Pantoja vs. Erceg,Paul Craig,L,Caio Borralho,W,Middleweight Bout,KO/TKO,2,130,3,Marc Goddard,http://ufcstats.com/fight-details/2db0998b24c11ea0
91,UFC 301: Pantoja vs. Erceg,Jack Shore,L,Joanderson Brito,W,Featherweight Bout,TKO - Doctor's Stoppage,2,215,3,Joao Claudio Soares,http://ufcstats.com/fight-details/c456b1950208e0b2
92,UFC 301: Pantoja vs. Erceg,Karolina Kowalkiewicz,L,Iasmin Lucindo,W,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Osiris Maia,http://ufcstats.com/fight-details/c84a29f426f1aab7
93,UFC 301: Pantoja vs. Erceg,Elves Brener,L,Myktybek Orolbai,W,Lightweight Bout,Decision - Unanimous,3,300,3,Fernando Portella,http://ufcstats.com/fight-details/8a121f9c48f3773c
94,UFC 301: Pantoja vs. Erceg,Joaquim Silva,L,Drakkar Klose,W,Lightweight Bout,Decision - Unanimous,3,300,3,Marc Goddard,http://ufcstats.com/fight-details/2faf5b8d708f8e94
95,UFC 301: Pantoja vs. Erceg,Mauricio Ruffy,W,Jamie Mullarkey,L,Lightweight Bout,KO/TKO,1,282,3,Osiris Maia,http://ufcstats.com/fight-details/b9de363e6b406853
96,UFC 301: Pantoja vs. Erceg,Dione Barbosa,W,Ernesta Kareckaite,L,Women's Flyweight Bout,Decision - Unanimous,3,300,3,Fernando Portella,http://ufcstats.com/fight-details/4661e9ca9354021e
97,UFC 301: Pantoja vs. Erceg,Ismael Bonfim,W,Vinc Pichel,L,Lightweight Bout,Decision - Unanimous,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/89db7aca37b87711
98,UFC 301: Pantoja vs. Erceg,Alessandro Costa,W,Kevin Borjas,L,Flyweight Bout,KO/TKO,2,95,3,Joao Claudio Soares,http://ufcstats.com/fight-details/fe0f1b418e6d3ecb
99,UFC Fight Night: Nicolau vs. Perez,Matheus Nicolau,L,Alex Perez,W,Flyweight Bout,KO/TKO,2,136,5,Mark Smith,http://ufcstats.com/fight-details/a0cae57eae875820
100,UFC Fight Night: Nicolau vs. Perez,Ryan Spann,L,Bogdan Guskov,W,Light Heavyweight Bout,KO/TKO,2,196,3,Herb Dean,http://ufcstats.com/fight-details/f41e83de703acf85
101,UFC Fight Night: Nicolau vs. Perez,Ariane da Silva,L,Karine Silva,W,Women's Flyweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/45de6d0b9cf5451c
102,UFC Fight Night: Nicolau vs. Perez,Austen Lane,L,Jhonata Diniz,W,Heavyweight Bout,KO/TKO,2,132,3,Mark Smith,http://ufcstats.com/fight-details/dae70ccdf9e7475e
103,UFC Fight Night: Nicolau vs. Perez,Jonathan Pearce,L,David Onama,W,Featherweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/7ca5604d99220e88
104,UFC Fight Night: Nicolau vs. Perez,Tim Means,L,Uros Medic,W,Welterweight Bout,KO/TKO,1,129,3,Herb Dean,http://ufcstats.com/fight-details/6ea77cb62aa2f276
105,UFC Fight Night: Nicolau vs. Perez,Rani Yahya,L,Victor Henry,W,Bantamweight Bout,KO/TKO,3,156,3,Jason Herzog,http://ufcstats.com/fight-details/55231cc4112334b4
106,UFC Fight Night: Nicolau vs. Perez,Austin Hubbard,W,Michal Figlak,L,Lightweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/681cd3cc6299d652
107,UFC Fight Night: Nicolau vs. Perez,Don'Tale Mayes,W,Caio Machado,L,Heavyweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/417049c7a3d65ccc
108,UFC Fight Night: Nicolau vs. Perez,Marnic Mann,L,Ketlen Souza,W,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/4915c8a588513c22
109,UFC Fight Night: Nicolau vs. Perez,James Llontop,L,Chris Padilla,W,Lightweight Bout,Submission,1,273,3,Herb Dean,http://ufcstats.com/fight-details/0a85b3ad328205ff
110,UFC Fight Night: Nicolau vs. Perez,Ivana Petrovic,W,Liang Na,L,Women's Flyweight Bout,Submission,3,89,3,Chris Tognoni,http://ufcstats.com/fight-details/1631f70535ae5dcc
111,UFC Fight Night: Nicolau vs. Perez,Gabriel Benitez,L,Maheshate,W,Lightweight Bout,Decision - Split,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/0976778a6e6cf8a8
112,UFC 300: Pereira vs. Hill,Alex Pereira,W,Jamahal Hill,L,UFC Light Heavyweight Title Bout,KO/TKO,1,194,5,Jason Herzog,http://ufcstats.com/fight-details/e4931f3ab3bf4141
113,UFC 300: Pereira vs. Hill,Zhang Weili,W,Yan Xiaonan,L,UFC Women's Strawweight Title Bout,Decision - Unanimous,5,300,5,Jason Herzog,http://ufcstats.com/fight-details/66eddbe35056c06d
114,UFC 300: Pereira vs. Hill,Justin Gaethje,L,Max Holloway,W,Lightweight Bout,KO/TKO,5,299,5,Marc Goddard,http://ufcstats.com/fight-details/cf5e8f98159c3971
115,UFC 300: Pereira vs. Hill,Charles Oliveira,L,Arman Tsarukyan,W,Lightweight Bout,Decision - Split,3,300,3,Mark Smith,http://ufcstats.com/fight-details/01f7c28804746979
116,UFC 300: Pereira vs. Hill,Bo Nickal,W,Cody Brundage,L,Middleweight Bout,Submission,2,218,3,Chris Tognoni,http://ufcstats.com/fight-details/0c2e3988793b418c
117,UFC 300: Pereira vs. Hill,Jiri Prochazka,W,Aleksandar Rakic,L,Light Heavyweight Bout,KO/TKO,2,197,3,Herb Dean,http://ufcstats.com/fight-details/eda1e8c285a0a788
118,UFC 300: Pereira vs. Hill,Calvin Kattar,L,Aljamain Sterling,W,Featherweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/d95f21817a56eb05
119,UFC 300: Pereira vs. Hill,Holly Holm,L,Kayla Harrison,W,Women's Bantamweight Bout,Submission,2,107,3,Marc Goddard,http://ufcstats.com/fight-details/b1ac165326d8f29e
120,UFC 300: Pereira vs. Hill,Sodiq Yusuff,L,Diego Lopes,W,Featherweight Bout,KO/TKO,1,89,3,Mark Smith,http://ufcstats.com/fight-details/538ca98010ed00ec
121,UFC 300: Pereira vs. Hill,Jalin Turner,L,Renato Moicano,W,Lightweight Bout,KO/TKO,2,251,3,Herb Dean,http://ufcstats.com/fight-details/18824fa5c15c212f
122,UFC 300: Pereira vs. Hill,Jessica Andrade,W,Marina Rodriguez,L,Women's Strawweight Bout,Decision - Split,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/603afedc31d95999
123,UFC 300: Pereira vs. Hill,Bobby Green,W,Jim Miller,L,Lightweight Bout,Decision - Unanimous,3,300,3,Marc Goddard,http://ufcstats.com/fight-details/efdad54c8550e6e0
124,UFC 300: Pereira vs. Hill,Deiveson Figueiredo,W,Cody Garbrandt,L,Bantamweight Bout,Submission,2,242,3,Mark Smith,http://ufcstats.com/fight-details/3ab0d8b344d2ebea
125,UFC Fight Night: Allen vs. Curtis 2,Brendan Allen,W,Chris Curtis,L,Middleweight Bout,Decision - Split,5,300,5,Mark Smith,http://ufcstats.com/fight-details/3ce96bb0c69b39be
126,UFC Fight Night: Allen vs. Curtis 2,Alexander Hernandez,L,Damon Jackson,W,Featherweight Bout,Decision - Split,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/9c22ddb8d8fc1838
127,UFC Fight Night: Allen vs. Curtis 2,Morgan Charriere,L,Chepe Mariscal,W,Featherweight Bout,Decision - Split,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/32375b4435fea5e6
128,UFC Fight Night: Allen vs. Curtis 2,Ignacio Bahamondes,W,Christos Giagos,L,Lightweight Bout,KO/TKO,1,214,3,Chris Tognoni,http://ufcstats.com/fight-details/6ff21ea2c75c48ed
129,UFC Fight Night: Allen vs. Curtis 2,Trevor Peek,L,Charlie Campbell,W,Lightweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/47f8812a335b6ce9
130,UFC Fight Night: Allen vs. Curtis 2,Court McGee,L,Alex Morono,W,Welterweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/0b9cd718d7e329e8
131,UFC Fight Night: Allen vs. Curtis 2,Valter Walker,L,Lukasz Brzeski,W,Heavyweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/ff5a8078ea85bbc7
132,UFC Fight Night: Allen vs. Curtis 2,Norma Dumont,W,Germaine de Randamie,L,Women's Bantamweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/188e6416157e5a1f
133,UFC Fight Night: Allen vs. Curtis 2,Pedro Falcao,L,Victor Hugo,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/5c3b8819dbe98114
134,UFC Fight Night: Allen vs. Curtis 2,Dan Argueta,L,Jean Matsumoto,W,Bantamweight Bout,Submission,2,299,3,Jason Herzog,http://ufcstats.com/fight-details/1f7566c90343a680
135,UFC Fight Night: Allen vs. Curtis 2,Dylan Budka,L,Cesar Almeida,W,Middleweight Bout,KO/TKO,2,133,3,Mark Smith,http://ufcstats.com/fight-details/3cf5e0ebb5f8322c
136,UFC Fight Night: Allen vs. Curtis 2,Melissa Mullins,L,Nora Cornolle,W,Women's Bantamweight Bout,KO/TKO,2,186,3,Chris Tognoni,http://ufcstats.com/fight-details/1685eecc7ef37fb5
137,UFC Fight Night: Blanchfield vs. Fiorot,Erin Blanchfield,L,Manon Fiorot,W,Women's Flyweight Bout,Decision - Unanimous,5,300,5,Vitor Ribeiro,http://ufcstats.com/fight-details/e6d4fdad2b3422d1
138,UFC Fight Night: Blanchfield vs. Fiorot,Vicente Luque,L,Joaquin Buckley,W,Welterweight Bout,KO/TKO,2,197,3,Keith Peterson,http://ufcstats.com/fight-details/de12349f334c964e
139,UFC Fight Night: Blanchfield vs. Fiorot,Chris Weidman,W,Bruno Silva,L,Middleweight Bout,Decision - Unanimous,3,138,3,Gary Copeland,http://ufcstats.com/fight-details/77992b8727382373
140,UFC Fight Night: Blanchfield vs. Fiorot,Nursulton Ruziboev,W,Sedriques Dumas,L,Middleweight Bout,KO/TKO,1,198,3,Vitor Ribeiro,http://ufcstats.com/fight-details/e30250daa73005a8
141,UFC Fight Night: Blanchfield vs. Fiorot,Bill Algeo,L,Kyle Nelson,W,Featherweight Bout,KO/TKO,1,240,3,Gary Copeland,http://ufcstats.com/fight-details/91aa08e910fb4412
142,UFC Fight Night: Blanchfield vs. Fiorot,Chidi Njokuani,W,Rhys McKee,L,Welterweight Bout,Decision - Split,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/eb9f9f61507497a5
143,UFC Fight Night: Blanchfield vs. Fiorot,Nate Landwehr,W,Jamall Emmers,L,Featherweight Bout,KO/TKO,1,283,3,Keith Peterson,http://ufcstats.com/fight-details/636b01ee49925e49
144,UFC Fight Night: Blanchfield vs. Fiorot,Virna Jandiroba,W,Loopy Godinez,L,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Vitor Ribeiro,http://ufcstats.com/fight-details/99dc6d45cbdfa322
145,UFC Fight Night: Blanchfield vs. Fiorot,Julio Arce,W,Herbert Burns,L,Featherweight Bout,KO/TKO,2,120,3,Gary Copeland,http://ufcstats.com/fight-details/976abc27a4e5e26a
146,UFC Fight Night: Blanchfield vs. Fiorot,Dennis Buzukja,W,Connor Matthews,L,Featherweight Bout,KO/TKO,3,22,3,Keith Peterson,http://ufcstats.com/fight-details/f59cefe16905d62c
147,UFC Fight Night: Blanchfield vs. Fiorot,Ibo Aslan,W,Anton Turkalj,L,Light Heavyweight Bout,KO/TKO,3,92,3,Gary Copeland,http://ufcstats.com/fight-details/697e38075fd41819
148,UFC Fight Night: Blanchfield vs. Fiorot,Andre Petroski,L,Jacob Malkoun,W,Middleweight Bout,KO/TKO,2,39,3,Gary Copeland,http://ufcstats.com/fight-details/ce33085fc5205bab
149,UFC Fight Night: Blanchfield vs. Fiorot,Angel Pacheco,L,Caolan Loughran,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Vitor Ribeiro,http://ufcstats.com/fight-details/17e8ab0065e9085f
150,UFC Fight Night: Ribas vs. Namajunas,Amanda Ribas,L,Rose Namajunas,W,Women's Flyweight Bout,Decision - Unanimous,5,300,5,Jason Herzog,http://ufcstats.com/fight-details/faf19712bd7ea41e
151,UFC Fight Night: Ribas vs. Namajunas,Karl Williams,W,Justin Tafa,L,Heavyweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/cd6452a463ec8a28
152,UFC Fight Night: Ribas vs. Namajunas,Edmen Shahbazyan,W,AJ Dobson,L,Middleweight Bout,KO/TKO,1,273,3,Mark Smith,http://ufcstats.com/fight-details/d564e3a6c77d0c85
153,UFC Fight Night: Ribas vs. Namajunas,Payton Talbott,W,Cameron Saaiman,L,Bantamweight Bout,KO/TKO,2,21,3,Chris Tognoni,http://ufcstats.com/fight-details/127be512f86618b2
154,UFC Fight Night: Ribas vs. Namajunas,Billy Quarantillo,L,Youssef Zalal,W,Featherweight Bout,Submission,2,110,3,Herb Dean,http://ufcstats.com/fight-details/72f123ddb4cc9d1c
155,UFC Fight Night: Ribas vs. Namajunas,Fernando Padilla,W,Luis Pajuelo,L,Featherweight Bout,Submission,1,165,3,Jason Herzog,http://ufcstats.com/fight-details/a1294453a28beda3
156,UFC Fight Night: Ribas vs. Namajunas,Kurt Holobaugh,L,Trey Ogden,W,Lightweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/de7cb625bdec0f91
157,UFC Fight Night: Ribas vs. Namajunas,Ricardo Ramos,L,Julian Erosa,W,Featherweight Bout,Submission,1,135,3,Chris Tognoni,http://ufcstats.com/fight-details/8c8337ce8437fe2e
158,UFC Fight Night: Ribas vs. Namajunas,Miles Johns,W,Cody Gibson,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/48ff3f1bcefbf965
159,UFC Fight Night: Ribas vs. Namajunas,Jarno Errens,W,Steven Nguyen,L,Featherweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/0e6782b758451063
160,UFC Fight Night: Ribas vs. Namajunas,Montserrat Rendon,L,Daria Zhelezniakova,W,Women's Bantamweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/f1c3abce15ef053e
161,UFC Fight Night: Ribas vs. Namajunas,Igor Severino,L,Andre Lima,W,Flyweight Bout,DQ,2,172,3,Chris Tognoni,http://ufcstats.com/fight-details/f4ea27d942a390a5
162,UFC Fight Night: Ribas vs. Namajunas,Mohammed Usman,L,Mick Parkin,W,Heavyweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/3223b7e196a07224
163,UFC Fight Night: Tuivasa vs. Tybura,Tai Tuivasa,L,Marcin Tybura,W,Heavyweight Bout,Submission,1,248,5,Herb Dean,http://ufcstats.com/fight-details/8bc0c220f7dcefa7
164,UFC Fight Night: Tuivasa vs. Tybura,Bryan Battle,NC,Ange Loosa,NC,Welterweight Bout,Could Not Continue,2,60,3,Mike Beltran,http://ufcstats.com/fight-details/a7fd9da657bbce8e
165,UFC Fight Night: Tuivasa vs. Tybura,Ovince Saint Preux,W,Kennedy Nzechukwu,L,Light Heavyweight Bout,Decision - Split,3,300,3,Mark Smith,http://ufcstats.com/fight-details/35f9beb94b4ef9e2
166,UFC Fight Night: Tuivasa vs. Tybura,Christian Rodriguez,W,Isaac Dulgarian,L,Featherweight Bout,Decision - Split,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/acc7392d48cc09a0
167,UFC Fight Night: Tuivasa vs. Tybura,Pannie Kianzad,L,Macy Chiasson,W,Women's Bantamweight Bout,Submission,1,234,3,Mark Smith,http://ufcstats.com/fight-details/2f414494f2b6f426
168,UFC Fight Night: Tuivasa vs. Tybura,Gerald Meerschaert,W,Bryan Barberena,L,Middleweight Bout,Submission,2,263,3,Herb Dean,http://ufcstats.com/fight-details/569e0ba18701c305
169,UFC Fight Night: Tuivasa vs. Tybura,Natan Levy,L,Mike Davis,W,Lightweight Bout,Submission,2,103,3,Mike Beltran,http://ufcstats.com/fight-details/4f20f3ada1489823
170,UFC Fight Night: Tuivasa vs. Tybura,Josiane Nunes,L,Chelsea Chandler,W,Women's Bantamweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/711ec0545552455b
171,UFC Fight Night: Tuivasa vs. Tybura,Jafel Filho,W,Ode Osbourne,L,Flyweight Bout,Submission,1,267,3,Herb Dean,http://ufcstats.com/fight-details/451df53c13185584
172,UFC Fight Night: Tuivasa vs. Tybura,Josh Culibao,L,Danny Silva,W,Featherweight Bout,Decision - Split,3,300,3,Mark Smith,http://ufcstats.com/fight-details/c26f27667c230391
173,UFC Fight Night: Tuivasa vs. Tybura,Jaqueline Amorim,W,Cory McKenna,L,Women's Strawweight Bout,Submission,1,98,3,Mike Beltran,http://ufcstats.com/fight-details/66873dde4077bd5d
174,UFC Fight Night: Tuivasa vs. Tybura,Thiago Moises,W,Mitch Ramirez,L,Lightweight Bout,KO/TKO,3,15,3,Mark Smith,http://ufcstats.com/fight-details/537b3cef39d2d573
175,UFC Fight Night: Tuivasa vs. Tybura,Charalampos Grigoriou,L,Chad Anheliger,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/f1cbd73e7be64d28
176,UFC 299: O'Malley vs. Vera 2,Sean O'Malley,W,Marlon Vera,L,UFC Bantamweight Title Bout,Decision - Unanimous,5,300,5,Keith Peterson,http://ufcstats.com/fight-details/894c44c3d04aaf6f
177,UFC 299: O'Malley vs. Vera 2,Dustin Poirier,W,Benoit Saint Denis,L,Lightweight Bout,KO/TKO,2,152,5,Mike Beltran,http://ufcstats.com/fight-details/6e73ebbd089aff5e
178,UFC 299: O'Malley vs. Vera 2,Kevin Holland,L,Michael Page,W,Welterweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/270edfb687c0d20c
179,UFC 299: O'Malley vs. Vera 2,Gilbert Burns,L,Jack Della Maddalena,W,Welterweight Bout,KO/TKO,3,223,3,Dan Miragliotta,http://ufcstats.com/fight-details/68f7f992603192c6
180,UFC 299: O'Malley vs. Vera 2,Petr Yan,W,Song Yadong,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/9861b6d04e6ed43c
181,UFC 299: O'Malley vs. Vera 2,Curtis Blaydes,W,Jailton Almeida,L,Heavyweight Bout,KO/TKO,2,36,3,Mike Beltran,http://ufcstats.com/fight-details/0133019a4f1055ee
182,UFC 299: O'Malley vs. Vera 2,Katlyn Cerminara,L,Maycee Barber,W,Women's Flyweight Bout,Decision - Unanimous,3,300,3,Andrew Glenn,http://ufcstats.com/fight-details/33658a3ca932d15d
183,UFC 299: O'Malley vs. Vera 2,Mateusz Gamrot,W,Rafael Dos Anjos,L,Lightweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/8baff440b82afd2b
184,UFC 299: O'Malley vs. Vera 2,Pedro Munhoz,L,Kyler Phillips,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/ebb758b49e82d0ed
185,UFC 299: O'Malley vs. Vera 2,Ion Cutelaba,L,Philipe Lins,W,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/7bc7af11050e861b
186,UFC 299: O'Malley vs. Vera 2,Michel Pereira,W,Michal Oleksiejczuk,L,Middleweight Bout,Submission,1,61,3,Dan Miragliotta,http://ufcstats.com/fight-details/f0a9dfbb6f6ac852
187,UFC 299: O'Malley vs. Vera 2,Robelis Despaigne,W,Josh Parisian,L,Heavyweight Bout,KO/TKO,1,18,3,Andrew Glenn,http://ufcstats.com/fight-details/cbdf29f36b343f6f
188,UFC 299: O'Malley vs. Vera 2,CJ Vergara,L,Asu Almabayev,W,Flyweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/3d3dde60e3d59c1c
189,UFC 299: O'Malley vs. Vera 2,Joanne Wood,W,Maryna Moroz,L,Women's Flyweight Bout,Decision - Split,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/3677ce6c1ee06a83
190,UFC Fight Night: Rozenstruik vs. Gaziev,Jairzinho Rozenstruik,W,Shamil Gaziev,L,Heavyweight Bout,KO/TKO,4,300,5,Marc Goddard,http://ufcstats.com/fight-details/838fd9d2b14e0790
191,UFC Fight Night: Rozenstruik vs. Gaziev,Vitor Petrino,W,Tyson Pedro,L,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/df3cc5ec78d05a71
192,UFC Fight Night: Rozenstruik vs. Gaziev,Alex Perez,L,Muhammad Mokaev,W,Flyweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/5a82757b553c40fc
193,UFC Fight Night: Rozenstruik vs. Gaziev,Umar Nurmagomedov,W,Bekzat Almakhan,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Marc Goddard,http://ufcstats.com/fight-details/dcf5014e56649c2f
194,UFC Fight Night: Rozenstruik vs. Gaziev,Matt Schnell,L,Steve Erceg,W,Flyweight Bout,KO/TKO,2,26,3,Chris Tognoni,http://ufcstats.com/fight-details/024beecfd3f0ed7a
195,UFC Fight Night: Rozenstruik vs. Gaziev,Eryk Anders,W,Jamie Pickett,L,Middleweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/32bd7ed48f5aea7e
196,UFC Fight Night: Rozenstruik vs. Gaziev,Vinicius Oliveira,W,Benardo Sopaj,L,Bantamweight Bout,KO/TKO,3,281,3,Keith Peterson,http://ufcstats.com/fight-details/cde2f88251b73305
197,UFC Fight Night: Rozenstruik vs. Gaziev,Aiemann Zahabi,W,Javid Basharat,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/a7d397cd0f2ac93a
198,UFC Fight Night: Rozenstruik vs. Gaziev,Christian Leroy Duncan,W,Claudio Ribeiro,L,Middleweight Bout,KO/TKO,2,117,3,Mark Smith,http://ufcstats.com/fight-details/3ea7d69a1238f26a
199,UFC Fight Night: Rozenstruik vs. Gaziev,Ludovit Klein,W,AJ Cunningham,L,Lightweight Bout,KO/TKO,1,276,3,Keith Peterson,http://ufcstats.com/fight-details/4e566db7d26df001
200,UFC Fight Night: Rozenstruik vs. Gaziev,Abdul-Kareem Al-Selwady,L,Loik Radzhabov,W,Lightweight Bout,KO/TKO,3,49,3,Chris Tognoni,http://ufcstats.com/fight-details/ba8f219260e212f8
201,UFC Fight Night: Moreno vs. Royval 2,Brandon Moreno,L,Brandon Royval,W,Flyweight Bout,Decision - Split,5,300,5,Herb Dean,http://ufcstats.com/fight-details/74f5cbecac011abb
202,UFC Fight Night: Moreno vs. Royval 2,Yair Rodriguez,L,Brian Ortega,W,Featherweight Bout,Submission,3,58,5,Marc Goddard,http://ufcstats.com/fight-details/3b05a4ced6dd74f5
203,UFC Fight Night: Moreno vs. Royval 2,Daniel Zellhuber,W,Francisco Prado,L,Lightweight Bout,Decision - Unanimous,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/ecbece0cbd60029e
204,UFC Fight Night: Moreno vs. Royval 2,Yazmin Jauregui,W,Sam Hughes,L,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/6e4acb2aaa2cee56
205,UFC Fight Night: Moreno vs. Royval 2,Manuel Torres,W,Chris Duncan,L,Lightweight Bout,Submission,1,106,3,Mike Beltran,http://ufcstats.com/fight-details/673a156925dfb31d
206,UFC Fight Night: Moreno vs. Royval 2,Cristian Quinonez,L,Raoni Barcelos,W,Bantamweight Bout,Submission,3,124,3,Bladimir Puga,http://ufcstats.com/fight-details/063e7ce759c52f81
207,UFC Fight Night: Moreno vs. Royval 2,Jesus Aguilar,W,Mateus Mendonca,L,Flyweight Bout,Decision - Split,3,300,3,Fernando Salas Navarro,http://ufcstats.com/fight-details/d1d3b6ab8a56e973
208,UFC Fight Night: Moreno vs. Royval 2,Edgar Chairez,W,Daniel Lacerda,L,Flyweight Bout,Submission,1,137,3,Marc Goddard,http://ufcstats.com/fight-details/1c03c1bb62f3aed6
209,UFC Fight Night: Moreno vs. Royval 2,Claudio Puelles,L,Fares Ziam,W,Lightweight Bout,Decision - Split,3,300,3,Herb Dean,http://ufcstats.com/fight-details/a376f6d5806d0c90
