round_id,event_name,round,fighter_name,kd,ts_landed,ts_attempted,td_landed,td_attempted,sub_attempted,rev,control,ss_landed,ss_attempted,head_ss_attempted,head_ss_landed,body_ss_attempted,body_ss_landed,leg_ss_attempted,leg_ss_landed,distance_ss_attempted,distance_ss_landed,clinch_ss_attempted,clinch_ss_landed,ground_ss_attempted,ground_ss_landed
2895,UFC Fight Night: Kara-France vs. Albazi,1,Philipe Lins,0,21,46,0,0,0,0,122,17,42,7,27,8,10,2,5,14,38,3,4,0,0
2896,UFC Fight Night: Kara-France vs. Albazi,1,Maxim Grishin,0,27,40,0,1,0,0,24,16,29,8,19,2,3,6,7,13,26,3,3,0,0
2897,UFC Fight Night: Kara-France vs. Albazi,2,Philipe Lins,0,12,35,1,2,0,0,160,12,33,5,24,5,6,2,3,9,29,3,4,0,0
2898,UFC Fight Night: Kara-France vs. Albazi,2,Maxim Grishin,0,36,53,0,0,0,0,7,14,30,4,16,3,7,7,7,9,24,5,6,0,0
2899,UFC Fight Night: Kara-France vs. Albazi,3,Philipe Lins,0,17,32,0,1,0,0,222,16,31,10,23,4,5,2,3,13,25,3,6,0,0
2900,UFC Fight Night: Kara-France vs. Albazi,3,Maxim Grishin,0,40,52,0,2,0,0,5,11,21,8,18,1,1,2,2,7,15,4,6,0,0
2901,UFC Fight Night: Dern vs. Hill,1,Mackenzie Dern,1,37,57,0,1,0,0,188,23,42,19,37,4,5,0,0,12,30,5,6,6,6
2902,UFC Fight Night: Dern vs. Hill,1,Angela Hill,0,15,24,0,0,0,0,62,12,16,5,9,7,7,0,0,8,12,3,3,1,1
2903,UFC Fight Night: Dern vs. Hill,2,Mackenzie Dern,0,31,58,0,3,0,0,0,22,49,13,40,7,7,2,2,17,42,5,7,0,0
2904,UFC Fight Night: Dern vs. Hill,2,Angela Hill,0,41,54,0,0,0,0,213,27,40,10,22,17,18,0,0,9,22,18,18,0,0
2905,UFC Fight Night: Dern vs. Hill,3,Mackenzie Dern,0,70,82,1,2,0,0,203,30,39,29,38,1,1,0,0,6,11,0,0,24,28
2906,UFC Fight Night: Dern vs. Hill,3,Angela Hill,0,3,10,0,0,0,0,64,1,8,1,6,0,1,0,1,1,6,0,0,0,2
2907,UFC Fight Night: Dern vs. Hill,4,Mackenzie Dern,0,34,60,1,2,0,0,123,24,50,16,41,6,7,2,2,15,41,9,9,0,0
