round_id,event_name,round,fighter_name,kd,ts_landed,ts_attempted,td_landed,td_attempted,sub_attempted,rev,control,ss_landed,ss_attempted,head_ss_attempted,head_ss_landed,body_ss_attempted,body_ss_landed,leg_ss_attempted,leg_ss_landed,distance_ss_attempted,distance_ss_landed,clinch_ss_attempted,clinch_ss_landed,ground_ss_attempted,ground_ss_landed
23157,UFC 180: Werdum vs Hunt,1,Jake Ellenberger,0,12,27,1,1,0,0,3,10,24,7,20,3,4,0,0,8,21,2,3,0,0
23158,UFC 180: Werdum vs Hunt,1,Kelvin Gastelum,0,29,49,1,2,1,1,116,16,36,13,32,2,2,1,2,10,26,1,2,5,8
23159,UFC 180: Werdum vs Hunt,1,Ricardo Lamas,1,16,27,0,0,1,1,50,14,25,2,13,9,9,3,3,6,17,5,5,3,3
23160,UFC 180: Werdum vs Hunt,1,Dennis Bermudez,0,16,38,0,1,0,0,60,8,30,2,21,3,5,3,4,4,25,4,5,0,0
23161,UFC 180: Werdum vs Hunt,1,Augusto Montano,0,32,54,0,0,0,0,87,30,52,20,39,8,8,2,5,4,17,22,28,4,7
23162,UFC 180: Werdum vs Hunt,1,Chris Heatherly,0,10,22,1,3,0,0,48,8,20,7,18,0,0,1,2,6,13,2,7,0,0
23163,UFC 180: Werdum vs Hunt,1,Edgar Garcia,0,15,22,2,2,0,0,99,12,18,10,16,0,0,2,2,2,7,1,1,9,10
23164,UFC 180: Werdum vs Hunt,1,Hector Urbina,0,7,10,0,0,2,1,71,4,7,1,2,1,2,2,3,3,6,0,0,1,1
23165,UFC 180: Werdum vs Hunt,1,Yair Rodriguez,0,12,26,1,1,3,0,105,12,26,9,20,2,4,1,2,10,23,2,3,0,0
23166,UFC 180: Werdum vs Hunt,1,Leonardo Morales,0,10,24,0,0,0,0,42,10,24,4,14,3,6,3,4,7,19,1,2,2,3
23167,UFC 180: Werdum vs Hunt,2,Yair Rodriguez,0,9,17,1,4,2,0,107,3,9,2,7,1,2,0,0,1,5,2,3,0,1
23168,UFC 180: Werdum vs Hunt,2,Leonardo Morales,0,19,24,0,0,0,0,95,5,8,0,1,2,2,3,5,1,3,2,2,2,3
23169,UFC 180: Werdum vs Hunt,3,Yair Rodriguez,0,20,49,0,1,0,0,24,19,48,9,31,5,10,5,7,18,46,1,2,0,0
23170,UFC 180: Werdum vs Hunt,3,Leonardo Morales,0,18,40,0,1,0,0,0,18,40,9,28,5,6,4,6,17,39,1,1,0,0
23171,UFC 180: Werdum vs Hunt,1,Alejandro Perez,0,16,49,0,1,0,0,1,16,49,5,29,1,3,10,17,16,47,0,2,0,0
23172,UFC 180: Werdum vs Hunt,1,Jose Quinonez,0,11,38,2,2,0,0,29,11,38,8,33,2,2,1,3,9,35,1,1,1,2
23173,UFC 180: Werdum vs Hunt,2,Alejandro Perez,0,12,54,0,0,0,0,6,12,54,7,42,2,2,3,10,12,52,0,2,0,0
23174,UFC 180: Werdum vs Hunt,2,Jose Quinonez,0,13,43,0,1,0,0,0,13,43,10,39,3,4,0,0,13,43,0,0,0,0
23175,UFC 180: Werdum vs Hunt,3,Alejandro Perez,0,15,32,1,1,1,0,19,10,27,7,21,0,0,3,6,10,27,0,0,0,0
23176,UFC 180: Werdum vs Hunt,3,Jose Quinonez,0,24,44,1,1,2,1,179,14,30,10,25,4,5,0,0,6,20,0,0,8,10
23177,UFC 180: Werdum vs Hunt,1,Jessica Eye,0,64,149,0,0,0,0,0,64,149,46,128,4,6,14,15,63,148,1,1,0,0
23178,UFC 180: Werdum vs Hunt,1,Leslie Smith,0,22,81,0,0,0,0,0,22,80,16,71,0,3,6,6,22,80,0,0,0,0
23179,UFC 180: Werdum vs Hunt,2,Jessica Eye,0,20,40,0,0,0,0,0,16,36,9,28,3,3,4,5,13,32,3,4,0,0
23180,UFC 180: Werdum vs Hunt,2,Leslie Smith,0,7,19,0,0,0,0,0,6,18,5,17,1,1,0,0,4,16,2,2,0,0
23181,UFC 180: Werdum vs Hunt,1,Gabriel Benitez,0,7,18,0,0,4,0,14,6,17,4,13,1,3,1,1,4,13,2,4,0,0
23182,UFC 180: Werdum vs Hunt,1,Humberto Brown Morrison,0,23,30,1,1,0,0,230,12,19,9,16,1,1,2,2,2,5,3,3,7,11
23183,UFC 180: Werdum vs Hunt,2,Gabriel Benitez,0,22,50,0,0,0,0,11,14,41,8,32,4,7,2,2,12,37,2,4,0,0
23184,UFC 180: Werdum vs Hunt,2,Humberto Brown Morrison,0,11,24,0,3,0,0,120,6,17,4,12,0,3,2,2,6,15,0,2,0,0
23185,UFC 180: Werdum vs Hunt,3,Gabriel Benitez,0,3,3,0,0,1,0,0,3,3,3,3,0,0,0,0,3,3,0,0,0,0
23186,UFC 180: Werdum vs Hunt,3,Humberto Brown Morrison,0,1,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23187,UFC 180: Werdum vs Hunt,1,Henry Briones,0,30,45,0,0,0,0,16,17,32,6,18,9,12,2,2,8,21,9,11,0,0
23188,UFC 180: Werdum vs Hunt,1,Guido Cannetti,0,31,58,1,2,0,0,73,30,57,13,37,15,18,2,2,16,35,12,18,2,4
23189,UFC 180: Werdum vs Hunt,2,Henry Briones,1,22,41,0,0,1,0,17,15,31,13,27,2,4,0,0,6,17,1,2,8,12
23190,UFC 180: Werdum vs Hunt,2,Guido Cannetti,0,5,16,0,0,0,0,8,5,16,2,10,0,3,3,3,5,15,0,1,0,0
23191,UFC 180: Werdum vs Hunt,1,Marco Beltran,0,23,34,1,4,0,0,172,10,19,7,14,2,4,1,1,3,9,4,5,3,5
23192,UFC 180: Werdum vs Hunt,1,Marlon Vera,0,8,19,0,0,0,0,63,5,16,4,13,1,3,0,0,1,11,0,0,4,5
23193,UFC 180: Werdum vs Hunt,2,Marco Beltran,0,26,34,0,0,0,1,124,10,17,7,14,1,1,2,2,2,2,0,0,8,15
23194,UFC 180: Werdum vs Hunt,2,Marlon Vera,0,2,6,1,1,2,0,158,1,4,1,4,0,0,0,0,0,0,0,0,1,4
23195,UFC 180: Werdum vs Hunt,3,Marco Beltran,0,21,36,0,0,0,0,52,11,26,8,22,1,2,2,2,5,18,2,3,4,5
23196,UFC 180: Werdum vs Hunt,3,Marlon Vera,0,20,37,0,0,0,0,139,19,36,15,29,4,7,0,0,6,15,2,2,11,19
23197,UFC Fight Night 56: Shogun vs Saint Preux,1,Mauricio Rua,0,2,3,0,0,0,0,0,2,3,0,1,0,0,2,2,2,3,0,0,0,0
23198,UFC Fight Night 56: Shogun vs Saint Preux,1,Ovince Saint Preux,1,9,15,0,0,0,0,6,9,15,8,14,1,1,0,0,2,3,0,0,7,12
23199,UFC Fight Night 56: Shogun vs Saint Preux,1,Warlley Alves,0,19,37,0,0,1,0,127,18,36,16,33,2,3,0,0,4,14,2,6,12,16
23200,UFC Fight Night 56: Shogun vs Saint Preux,1,Alan Jouban,0,22,33,0,0,0,0,31,19,30,11,21,5,5,3,4,12,22,7,8,0,0
23201,UFC Fight Night 56: Shogun vs Saint Preux,2,Warlley Alves,0,14,28,1,1,0,0,111,11,24,9,22,1,1,1,1,11,24,0,0,0,0
23202,UFC Fight Night 56: Shogun vs Saint Preux,2,Alan Jouban,0,27,48,0,0,0,0,0,15,36,8,26,4,6,3,4,15,36,0,0,0,0
23203,UFC Fight Night 56: Shogun vs Saint Preux,3,Warlley Alves,0,18,46,0,0,0,0,2,18,46,15,41,3,5,0,0,16,43,2,3,0,0
23204,UFC Fight Night 56: Shogun vs Saint Preux,3,Alan Jouban,0,47,92,0,0,0,0,4,45,90,35,73,5,11,5,6,44,85,1,5,0,0
23205,UFC Fight Night 56: Shogun vs Saint Preux,1,Claudio Silva,0,35,54,1,4,0,0,110,9,25,6,20,3,3,0,2,6,16,2,2,1,7
23206,UFC Fight Night 56: Shogun vs Saint Preux,1,Leon Edwards,0,19,31,0,0,0,1,71,15,27,12,23,3,4,0,0,7,19,4,4,4,4
23207,UFC Fight Night 56: Shogun vs Saint Preux,2,Claudio Silva,0,23,52,1,4,0,0,81,15,40,7,28,1,3,7,9,10,27,1,3,4,10
23208,UFC Fight Night 56: Shogun vs Saint Preux,2,Leon Edwards,0,14,26,0,0,0,0,2,14,26,9,21,5,5,0,0,13,24,1,2,0,0
23209,UFC Fight Night 56: Shogun vs Saint Preux,3,Claudio Silva,0,40,56,1,1,1,0,237,10,16,5,11,5,5,0,0,0,3,0,0,10,13
23210,UFC Fight Night 56: Shogun vs Saint Preux,3,Leon Edwards,0,9,13,0,0,0,1,24,4,8,4,8,0,0,0,0,2,6,1,1,1,1
23211,UFC Fight Night 56: Shogun vs Saint Preux,1,Dhiego Lima,0,26,35,1,1,1,0,169,18,26,15,23,2,2,1,1,10,17,1,1,7,8
23212,UFC Fight Night 56: Shogun vs Saint Preux,1,Jorge de Oliveira,0,30,44,0,0,0,0,0,9,23,2,13,6,6,1,4,4,18,5,5,0,0
23213,UFC Fight Night 56: Shogun vs Saint Preux,2,Dhiego Lima,0,50,80,2,3,3,0,260,31,55,31,55,0,0,0,0,2,6,0,0,29,49
23214,UFC Fight Night 56: Shogun vs Saint Preux,2,Jorge de Oliveira,0,20,31,0,0,0,0,0,7,13,5,11,1,1,1,1,5,11,2,2,0,0
23215,UFC Fight Night 56: Shogun vs Saint Preux,3,Dhiego Lima,0,40,80,3,4,0,0,152,21,56,18,51,3,4,0,1,7,23,0,0,14,33
23216,UFC Fight Night 56: Shogun vs Saint Preux,3,Jorge de Oliveira,0,12,39,0,0,0,0,0,7,32,3,24,1,4,3,4,7,31,0,1,0,0
23217,UFC Fight Night 56: Shogun vs Saint Preux,1,Juliana Lima,0,26,32,0,0,0,0,241,6,10,3,7,0,0,3,3,3,3,1,1,2,6
23218,UFC Fight Night 56: Shogun vs Saint Preux,1,Nina Nunes,0,10,13,0,0,1,0,36,3,5,1,3,2,2,0,0,2,4,1,1,0,0
23219,UFC Fight Night 56: Shogun vs Saint Preux,2,Juliana Lima,0,15,21,1,3,0,1,106,4,9,1,4,0,1,3,4,3,8,0,0,1,1
23220,UFC Fight Night 56: Shogun vs Saint Preux,2,Nina Nunes,0,14,17,0,0,1,0,0,7,10,2,4,3,4,2,2,6,9,0,0,1,1
23221,UFC Fight Night 56: Shogun vs Saint Preux,3,Juliana Lima,0,24,34,0,1,0,0,55,11,19,2,6,7,10,2,3,2,8,9,11,0,0
23222,UFC Fight Night 56: Shogun vs Saint Preux,3,Nina Nunes,0,29,45,0,1,0,0,128,13,28,3,12,10,14,0,2,5,12,8,16,0,0
23223,UFC Fight Night 56: Shogun vs Saint Preux,1,Diego Rivas,0,13,28,1,2,0,1,151,4,16,4,16,0,0,0,0,2,9,0,0,2,7
23224,UFC Fight Night 56: Shogun vs Saint Preux,1,Rodolfo Rubio Perez,0,17,29,1,1,0,0,60,2,14,2,13,0,1,0,0,2,14,0,0,0,0
23225,UFC Fight Night 56: Shogun vs Saint Preux,2,Diego Rivas,0,11,18,1,1,0,1,125,5,12,4,10,0,1,1,1,4,11,0,0,1,1
23226,UFC Fight Night 56: Shogun vs Saint Preux,2,Rodolfo Rubio Perez,0,22,35,0,0,0,1,57,11,23,3,14,7,8,1,1,6,17,0,1,5,5
23227,UFC Fight Night 56: Shogun vs Saint Preux,3,Diego Rivas,0,22,31,0,0,0,1,131,6,12,2,7,2,3,2,2,2,7,2,3,2,2
23228,UFC Fight Night 56: Shogun vs Saint Preux,3,Rodolfo Rubio Perez,0,14,22,1,5,0,0,76,4,10,2,8,1,1,1,1,2,8,2,2,0,0
23229,UFC Fight Night 56: Shogun vs Saint Preux,1,Caio Magalhaes,1,10,15,0,0,0,0,3,9,14,9,14,0,0,0,0,3,7,3,4,3,3
23230,UFC Fight Night 56: Shogun vs Saint Preux,1,Trevor Smith,0,2,5,0,0,0,0,0,2,5,2,5,0,0,0,0,2,4,0,1,0,0
23231,UFC Fight Night 56: Shogun vs Saint Preux,1,Leandro Silva,0,12,16,1,1,1,0,64,4,8,2,5,2,3,0,0,4,8,0,0,0,0
23232,UFC Fight Night 56: Shogun vs Saint Preux,1,Charlie Brenneman,0,9,16,3,8,0,0,141,4,9,1,4,0,2,3,3,3,8,0,0,1,1
23233,UFC Fight Night 56: Shogun vs Saint Preux,1,Thomas Almeida,0,32,65,0,0,0,0,0,32,65,23,53,7,8,2,4,19,44,13,21,0,0
23234,UFC Fight Night 56: Shogun vs Saint Preux,1,Tim Gorman,0,29,54,2,6,0,0,115,25,48,23,43,0,2,2,3,22,45,3,3,0,0
23235,UFC Fight Night 56: Shogun vs Saint Preux,2,Thomas Almeida,0,44,74,0,0,0,0,3,43,73,27,55,10,12,6,6,40,66,3,7,0,0
23236,UFC Fight Night 56: Shogun vs Saint Preux,2,Tim Gorman,0,18,64,0,3,0,0,18,18,64,17,62,0,0,1,2,18,64,0,0,0,0
23237,UFC Fight Night 56: Shogun vs Saint Preux,3,Thomas Almeida,0,46,80,0,0,0,0,0,45,79,29,62,8,9,8,8,43,77,2,2,0,0
23238,UFC Fight Night 56: Shogun vs Saint Preux,3,Tim Gorman,0,24,77,0,2,0,0,0,24,77,23,75,1,2,0,0,24,77,0,0,0,0
23239,UFC Fight Night 56: Shogun vs Saint Preux,1,Wagner Silva,0,13,36,0,0,0,0,2,8,31,4,23,2,6,2,2,7,30,0,0,1,1
23240,UFC Fight Night 56: Shogun vs Saint Preux,1,Colby Covington,0,16,41,2,4,0,0,113,12,33,7,25,3,6,2,2,9,29,1,1,2,3
23241,UFC Fight Night 56: Shogun vs Saint Preux,2,Wagner Silva,0,7,21,0,0,0,0,0,6,20,2,15,2,3,2,2,5,19,1,1,0,0
23242,UFC Fight Night 56: Shogun vs Saint Preux,2,Colby Covington,0,31,50,2,7,0,0,200,8,22,3,12,4,9,1,1,4,15,4,7,0,0
23243,UFC Fight Night 56: Shogun vs Saint Preux,3,Wagner Silva,0,3,9,0,0,0,0,0,2,8,2,8,0,0,0,0,1,7,1,1,0,0
23244,UFC Fight Night 56: Shogun vs Saint Preux,3,Colby Covington,0,50,64,1,1,1,0,190,3,7,3,7,0,0,0,0,0,3,0,0,3,4
23245,UFC Fight Night: Rockhold vs Bisping,1,Luke Rockhold,0,12,30,0,0,0,0,14,12,30,4,18,5,9,3,3,11,28,1,2,0,0
23246,UFC Fight Night: Rockhold vs Bisping,1,Michael Bisping,0,14,60,0,2,0,0,1,14,60,10,51,0,5,4,4,13,59,1,1,0,0
23247,UFC Fight Night: Rockhold vs Bisping,2,Luke Rockhold,1,8,11,0,0,1,0,3,8,11,6,9,2,2,0,0,4,5,0,0,4,6
23248,UFC Fight Night: Rockhold vs Bisping,2,Michael Bisping,0,2,5,0,0,0,0,10,2,5,0,2,1,2,1,1,2,5,0,0,0,0
23249,UFC Fight Night: Rockhold vs Bisping,1,Ross Pearson,0,14,45,0,1,0,0,0,13,44,7,35,3,5,3,4,13,44,0,0,0,0
23250,UFC Fight Night: Rockhold vs Bisping,1,Al Iaquinta,0,14,55,0,1,0,0,0,14,55,10,46,2,7,2,2,14,55,0,0,0,0
23251,UFC Fight Night: Rockhold vs Bisping,2,Ross Pearson,0,7,16,0,0,0,0,0,7,16,6,14,0,1,1,1,7,16,0,0,0,0
23252,UFC Fight Night: Rockhold vs Bisping,2,Al Iaquinta,2,18,39,0,0,0,0,3,17,38,15,35,1,2,1,1,12,29,3,6,2,3
23253,UFC Fight Night: Rockhold vs Bisping,1,Robert Whittaker,1,29,60,1,1,0,0,135,26,56,15,43,4,5,7,8,18,39,0,2,8,15
23254,UFC Fight Night: Rockhold vs Bisping,1,Clint Hester,0,8,24,0,2,0,1,19,8,24,6,21,0,0,2,3,5,19,0,0,3,5
23255,UFC Fight Night: Rockhold vs Bisping,2,Robert Whittaker,1,25,50,0,1,0,0,3,23,48,20,43,1,2,2,3,17,38,2,4,4,6
23256,UFC Fight Night: Rockhold vs Bisping,2,Clint Hester,0,21,38,0,1,0,0,27,20,37,15,31,3,4,2,2,16,32,4,5,0,0
23257,UFC Fight Night: Rockhold vs Bisping,1,Soa Palelei,0,5,13,0,2,0,0,18,5,13,4,10,0,2,1,1,5,13,0,0,0,0
23258,UFC Fight Night: Rockhold vs Bisping,1,Walt Harris,0,12,40,0,0,0,0,0,10,38,2,22,5,13,3,3,10,36,0,2,0,0
23259,UFC Fight Night: Rockhold vs Bisping,2,Soa Palelei,0,38,64,1,3,0,0,76,19,38,17,35,1,2,1,1,14,30,0,0,5,8
23260,UFC Fight Night: Rockhold vs Bisping,2,Walt Harris,0,12,34,0,0,0,0,0,12,34,7,26,4,7,1,1,11,33,1,1,0,0
23261,UFC Fight Night: Rockhold vs Bisping,1,Jake Matthews,0,16,46,1,2,0,0,40,13,43,8,36,1,3,4,4,13,42,0,1,0,0
23262,UFC Fight Night: Rockhold vs Bisping,1,Vagner Rocha,0,11,22,0,0,0,0,28,8,19,4,11,0,0,4,8,8,19,0,0,0,0
23263,UFC Fight Night: Rockhold vs Bisping,2,Jake Matthews,0,16,23,0,0,1,0,16,13,20,9,16,1,1,3,3,10,17,0,0,3,3
23264,UFC Fight Night: Rockhold vs Bisping,2,Vagner Rocha,0,6,11,0,0,0,0,0,6,11,3,7,1,1,2,3,6,11,0,0,0,0
23265,UFC Fight Night: Rockhold vs Bisping,1,Anthony Perosh,0,26,34,1,2,1,0,163,11,17,11,17,0,0,0,0,1,4,0,0,10,13
23266,UFC Fight Night: Rockhold vs Bisping,1,Guto Inocente,0,1,3,0,0,0,0,0,1,3,1,3,0,0,0,0,1,3,0,0,0,0
23267,UFC Fight Night: Rockhold vs Bisping,1,Dylan Andrews,0,12,15,2,3,0,0,81,4,7,0,0,1,2,3,5,4,7,0,0,0,0
23268,UFC Fight Night: Rockhold vs Bisping,1,Sam Alvey,0,9,10,0,0,0,0,2,6,7,6,7,0,0,0,0,1,2,0,0,5,5
23269,UFC Fight Night: Rockhold vs Bisping,1,Richie Vaculik,0,46,76,1,1,0,0,34,42,72,28,58,10,10,4,4,38,66,4,6,0,0
23270,UFC Fight Night: Rockhold vs Bisping,1,Louis Smolka,0,30,71,0,1,0,1,20,30,71,21,60,8,10,1,1,29,70,1,1,0,0
23271,UFC Fight Night: Rockhold vs Bisping,2,Richie Vaculik,0,29,64,1,1,1,1,31,27,61,19,47,6,11,2,3,21,53,6,8,0,0
23272,UFC Fight Night: Rockhold vs Bisping,2,Louis Smolka,0,40,68,1,1,0,1,41,36,64,21,49,5,5,10,10,35,62,0,1,1,1
23273,UFC Fight Night: Rockhold vs Bisping,3,Richie Vaculik,0,9,13,0,0,0,0,0,5,9,5,8,0,1,0,0,1,4,0,0,4,5
23274,UFC Fight Night: Rockhold vs Bisping,3,Louis Smolka,1,1,8,0,0,0,0,6,1,8,1,8,0,0,0,0,1,8,0,0,0,0
23275,UFC Fight Night: Rockhold vs Bisping,1,Vik Grujic,0,27,28,1,2,0,0,115,7,8,7,8,0,0,0,0,4,5,3,3,0,0
23276,UFC Fight Night: Rockhold vs Bisping,1,Chris Clements,0,26,28,0,0,0,0,33,25,27,14,16,9,9,2,2,10,12,15,15,0,0
23277,UFC Fight Night: Rockhold vs Bisping,1,Luke Zachrich,0,24,47,0,2,0,0,0,23,46,20,41,0,2,3,3,20,43,3,3,0,0
23278,UFC Fight Night: Rockhold vs Bisping,1,Daniel Kelly,0,33,59,1,2,1,0,51,25,48,19,42,1,1,5,5,19,40,5,7,1,1
23279,UFC Fight Night: Rockhold vs Bisping,1,Jumabieke Tuerxun,0,6,15,0,0,0,0,0,6,15,1,7,2,2,3,6,6,15,0,0,0,0
23280,UFC Fight Night: Rockhold vs Bisping,1,Marcus Brimage,1,6,17,0,0,0,0,2,5,16,3,10,0,1,2,5,4,14,0,0,1,2
23281,UFC 179: Aldo vs Mendes 2,1,Jose Aldo,1,42,82,0,0,0,0,25,37,77,28,65,6,9,3,3,26,66,1,1,10,10
23282,UFC 179: Aldo vs Mendes 2,1,Chad Mendes,0,25,44,0,1,0,0,2,25,44,17,34,1,1,7,9,25,44,0,0,0,0
23283,UFC 179: Aldo vs Mendes 2,2,Jose Aldo,0,18,41,0,0,0,0,0,18,41,10,29,5,8,3,4,18,41,0,0,0,0
23284,UFC 179: Aldo vs Mendes 2,2,Chad Mendes,0,16,43,0,1,0,0,1,16,43,6,28,3,4,7,11,15,42,1,1,0,0
23285,UFC 179: Aldo vs Mendes 2,3,Jose Aldo,0,33,78,0,0,0,0,20,21,66,19,62,2,4,0,0,21,64,0,1,0,1
23286,UFC 179: Aldo vs Mendes 2,3,Chad Mendes,0,18,44,0,3,0,0,62,10,35,8,31,0,1,2,3,9,34,1,1,0,0
23287,UFC 179: Aldo vs Mendes 2,4,Jose Aldo,0,9,40,0,0,0,0,0,9,40,9,39,0,1,0,0,9,40,0,0,0,0
23288,UFC 179: Aldo vs Mendes 2,4,Chad Mendes,0,17,40,0,0,0,0,0,17,40,11,31,4,5,2,4,17,40,0,0,0,0
23289,UFC 179: Aldo vs Mendes 2,5,Jose Aldo,0,20,48,0,0,0,0,22,17,45,14,42,3,3,0,0,17,45,0,0,0,0
23290,UFC 179: Aldo vs Mendes 2,5,Chad Mendes,0,9,32,1,3,0,0,64,9,32,8,25,1,6,0,1,9,28,0,3,0,1
23291,UFC 179: Aldo vs Mendes 2,1,Glover Teixeira,0,3,17,0,0,0,0,1,2,16,0,14,2,2,0,0,1,15,1,1,0,0
23292,UFC 179: Aldo vs Mendes 2,1,Phil Davis,0,35,71,3,6,0,0,147,20,53,18,51,2,2,0,0,5,34,2,2,13,17
23293,UFC 179: Aldo vs Mendes 2,2,Glover Teixeira,0,5,18,0,0,0,1,14,4,17,2,15,2,2,0,0,3,16,1,1,0,0
23294,UFC 179: Aldo vs Mendes 2,2,Phil Davis,0,30,80,2,4,0,0,112,15,60,12,55,3,5,0,0,10,54,0,1,5,5
23295,UFC 179: Aldo vs Mendes 2,3,Glover Teixeira,0,6,16,0,0,0,0,1,3,13,3,12,0,1,0,0,3,12,0,1,0,0
23296,UFC 179: Aldo vs Mendes 2,3,Phil Davis,0,44,63,4,8,0,0,225,14,32,8,24,6,8,0,0,1,18,0,0,13,14
23297,UFC 179: Aldo vs Mendes 2,1,Fabio Maldonado,0,7,11,0,0,0,0,0,1,3,1,3,0,0,0,0,1,3,0,0,0,0
23298,UFC 179: Aldo vs Mendes 2,1,Hans Stringer,0,53,63,2,2,0,0,286,18,26,12,20,5,5,1,1,1,1,0,0,17,25
23299,UFC 179: Aldo vs Mendes 2,2,Fabio Maldonado,0,67,96,0,0,0,0,103,27,43,19,34,8,9,0,0,4,14,1,1,22,28
23300,UFC 179: Aldo vs Mendes 2,2,Hans Stringer,0,25,32,1,1,0,0,71,15,20,6,11,2,2,7,7,11,15,3,3,1,2
23301,UFC 179: Aldo vs Mendes 2,1,Darren Elkins,0,34,88,1,6,0,0,83,23,75,13,55,8,18,2,2,13,55,9,18,1,2
23302,UFC 179: Aldo vs Mendes 2,1,Lucas Martins,0,11,34,0,0,0,0,6,9,32,4,26,1,1,4,5,9,32,0,0,0,0
23303,UFC 179: Aldo vs Mendes 2,2,Darren Elkins,0,61,93,0,1,0,0,196,14,45,8,33,4,10,2,2,5,26,9,19,0,0
23304,UFC 179: Aldo vs Mendes 2,2,Lucas Martins,0,17,40,0,0,1,0,19,9,32,6,29,3,3,0,0,8,27,1,5,0,0
23305,UFC 179: Aldo vs Mendes 2,3,Darren Elkins,0,38,70,0,7,0,0,204,10,34,4,25,5,8,1,1,3,19,7,15,0,0
23306,UFC 179: Aldo vs Mendes 2,3,Lucas Martins,0,13,23,0,0,0,0,1,8,18,6,15,2,3,0,0,2,12,6,6,0,0
23307,UFC 179: Aldo vs Mendes 2,1,Diego Ferreira,0,11,49,0,1,0,0,20,10,47,3,36,5,9,2,2,6,41,4,6,0,0
23308,UFC 179: Aldo vs Mendes 2,1,Beneil Dariush,0,12,33,1,1,0,0,62,9,29,5,19,2,5,2,5,7,22,2,5,0,2
23309,UFC 179: Aldo vs Mendes 2,2,Diego Ferreira,0,1,14,0,0,0,0,8,1,14,0,13,1,1,0,0,0,10,1,4,0,0
23310,UFC 179: Aldo vs Mendes 2,2,Beneil Dariush,0,22,33,1,3,0,0,174,11,18,6,13,2,2,3,3,4,6,4,7,3,5
23311,UFC 179: Aldo vs Mendes 2,3,Diego Ferreira,0,12,27,0,0,0,0,8,10,24,8,22,2,2,0,0,8,20,2,4,0,0
23312,UFC 179: Aldo vs Mendes 2,3,Beneil Dariush,0,20,31,1,2,0,0,237,12,21,8,16,2,3,2,2,1,4,4,5,7,12
23313,UFC 179: Aldo vs Mendes 2,1,William Macario,0,10,25,0,1,0,0,17,10,25,4,17,3,4,3,4,10,25,0,0,0,0
23314,UFC 179: Aldo vs Mendes 2,1,Neil Magny,0,19,45,0,1,0,0,0,15,41,13,36,1,3,1,2,12,38,3,3,0,0
23315,UFC 179: Aldo vs Mendes 2,2,William Macario,0,13,42,0,0,0,0,19,12,41,7,29,3,10,2,2,10,32,0,1,2,8
23316,UFC 179: Aldo vs Mendes 2,2,Neil Magny,0,35,70,1,2,0,0,101,17,50,15,48,1,1,1,1,6,30,0,2,11,18
23317,UFC 179: Aldo vs Mendes 2,3,William Macario,0,2,11,0,0,0,0,0,2,11,2,9,0,2,0,0,2,11,0,0,0,0
23318,UFC 179: Aldo vs Mendes 2,3,Neil Magny,0,60,84,1,1,0,0,69,33,55,30,51,1,1,2,3,11,22,0,0,22,33
23319,UFC 179: Aldo vs Mendes 2,1,Yan Cabral,0,17,25,0,1,0,0,147,7,15,7,15,0,0,0,0,1,4,0,0,6,11
23320,UFC 179: Aldo vs Mendes 2,1,Naoyuki Kotani,0,11,26,1,1,0,0,60,3,18,3,12,0,1,0,5,1,15,0,0,2,3
23321,UFC 179: Aldo vs Mendes 2,2,Yan Cabral,0,7,13,2,4,1,0,113,4,9,3,7,1,2,0,0,2,7,1,1,1,1
23322,UFC 179: Aldo vs Mendes 2,2,Naoyuki Kotani,0,2,8,0,0,0,0,10,2,8,0,6,0,0,2,2,2,8,0,0,0,0
23323,UFC 179: Aldo vs Mendes 2,1,Scott Jorgensen,1,7,20,0,0,0,0,18,6,19,2,13,1,2,3,4,4,14,0,1,2,4
23324,UFC 179: Aldo vs Mendes 2,1,Wilson Reis,0,13,35,1,2,1,0,34,13,35,11,32,1,1,1,2,5,22,0,0,8,13
23325,UFC 179: Aldo vs Mendes 2,1,Felipe Arantes,0,14,35,1,1,0,0,57,13,34,10,28,3,6,0,0,9,27,0,0,4,7
23326,UFC 179: Aldo vs Mendes 2,1,Andre Fili,0,29,70,2,3,0,1,127,24,62,12,43,12,16,0,3,11,39,9,10,4,13
23327,UFC 179: Aldo vs Mendes 2,2,Felipe Arantes,0,14,22,1,3,0,2,125,8,15,8,15,0,0,0,0,0,1,0,1,8,13
23328,UFC 179: Aldo vs Mendes 2,2,Andre Fili,0,14,33,2,2,0,1,145,7,20,4,15,3,5,0,0,3,5,0,1,4,14
23329,UFC 179: Aldo vs Mendes 2,3,Felipe Arantes,0,15,21,1,1,1,0,132,8,14,7,10,0,3,1,1,4,6,0,2,4,6
23330,UFC 179: Aldo vs Mendes 2,3,Andre Fili,0,23,32,1,3,1,0,120,11,20,5,11,5,6,1,3,3,10,3,4,5,6
23331,UFC 179: Aldo vs Mendes 2,1,Gilbert Burns,0,18,26,1,1,2,0,216,7,13,4,9,1,2,2,2,3,8,1,2,3,3
23332,UFC 179: Aldo vs Mendes 2,1,Christos Giagos,0,6,15,0,0,0,0,0,4,13,4,12,0,1,0,0,4,13,0,0,0,0
23333,UFC 179: Aldo vs Mendes 2,1,Fabricio Camoes,0,1,8,0,0,0,0,3,1,8,0,5,0,0,1,3,1,8,0,0,0,0
