fight_id,event_name,fighter_1_link,fighter_1,fighter_1_result,fighter_2_link,fighter_2,fighter_2_result,bout_type,method,end_round,end_time_round,max_round,referee,fight_link
1,UFC Fight Night: Cannonier vs. Borralho,http://ufcstats.com/fighter-details/13a0275fa13c4d26,Jared Cannonier,L,http://ufcstats.com/fighter-details/4126a78111c0855a,Caio Borralho,W,Middleweight Bout,Decision - Unanimous,5,300,5,Dan Miragliotta,http://ufcstats.com/fight-details/15805ae1eea3343e
2,UFC Fight Night: Cannonier vs. Borralho,http://ufcstats.com/fighter-details/f0feeb2192937424,Angela Hill,L,http://ufcstats.com/fighter-details/d25240135aee03e5,Tabatha Ricci,W,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/70afe9e0d2422252
3,UFC Fight Night: Cannonier vs. Borralho,http://ufcstats.com/fighter-details/0cd0456d6029cec2,Robert Valentin,L,http://ufcstats.com/fighter-details/d5bab53a1a603aac,Ryan Loder,W,Middleweight Bout,KO/TKO,2,109,3,Mark Smith,http://ufcstats.com/fight-details/5c5523a6bf83e44f
4,UFC Fight Night: Cannonier vs. Borralho,http://ufcstats.com/fighter-details/7facc9c45d792985,Kaan Ofli,L,http://ufcstats.com/fighter-details/480779d7f9a424d3,Mairon Santos,W,Featherweight Bout,KO/TKO,2,90,3,Chris Tognoni,http://ufcstats.com/fight-details/bad06a5380d762b8
5,UFC Fight Night: Cannonier vs. Borralho,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,Neil Magny,L,http://ufcstats.com/fighter-details/c32aeb1a59e6272d,Michael Morales,W,Welterweight Bout,KO/TKO,1,279,3,Dan Miragliotta,http://ufcstats.com/fight-details/ae50a1a655b1a8f6
6,UFC Fight Night: Cannonier vs. Borralho,http://ufcstats.com/fighter-details/4144798612ef96e5,Edmen Shahbazyan,L,http://ufcstats.com/fighter-details/6ac9bc2953c47345,Gerald Meerschaert,W,Middleweight Bout,Submission,2,252,3,Mark Smith,http://ufcstats.com/fight-details/2cbd53e43d3f606b
7,UFC Fight Night: Cannonier vs. Borralho,http://ufcstats.com/fighter-details/c4d039123e62f6a9,Dennis Buzukja,L,http://ufcstats.com/fighter-details/5d495dec23d7c68e,Francis Marshall,W,Lightweight Bout,Decision - Split,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/560f1e26c2a6690a
8,UFC Fight Night: Cannonier vs. Borralho,http://ufcstats.com/fighter-details/23dec7c47cb418f8,Zachary Reese,W,http://ufcstats.com/fighter-details/baa9be02c3e3e038,Jose Daniel Medina,L,Middleweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/d2caa1ddb9de7481
9,UFC Fight Night: Cannonier vs. Borralho,http://ufcstats.com/fighter-details/19c591115a58982c,Viacheslav Borshchev,W,http://ufcstats.com/fighter-details/93b2b7caa457cbea,James Llontop,L,Lightweight Bout,Decision - Split,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/ba8eda6993922ba0
10,UFC Fight Night: Cannonier vs. Borralho,http://ufcstats.com/fighter-details/e3964ece586e0635,Jacqueline Cavalcanti,W,http://ufcstats.com/fighter-details/68d35296f566792b,Josiane Nunes,L,Women's Bantamweight Bout,Decision - Split,3,300,3,Mark Smith,http://ufcstats.com/fight-details/903d588b30a471e8
11,UFC Fight Night: Cannonier vs. Borralho,http://ufcstats.com/fighter-details/2997e7fe3c9d3d4a,Wang Cong,W,http://ufcstats.com/fighter-details/9dedfdd91070ddd8,Victoria Leonardo,L,Women's Flyweight Bout,KO/TKO,1,62,3,Chris Tognoni,http://ufcstats.com/fight-details/d4127baf74b0e791
12,UFC 305: Du Plessis vs. Adesanya,http://ufcstats.com/fighter-details/0d7b51c9d2649a6e,Dricus Du Plessis,W,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,Israel Adesanya,L,UFC Middleweight Title Bout,Submission,4,218,5,Marc Goddard,http://ufcstats.com/fight-details/6c44af21414e4143
13,UFC 305: Du Plessis vs. Adesanya,http://ufcstats.com/fighter-details/853eb0dd5c0e2149,Kai Kara-France,W,http://ufcstats.com/fighter-details/32ab52e5de93092d,Steve Erceg,L,Flyweight Bout,KO/TKO,1,244,3,Rich Mitchell,http://ufcstats.com/fight-details/bf8c5effd23f69c4
14,UFC 305: Du Plessis vs. Adesanya,http://ufcstats.com/fighter-details/72db2a14ffa73ece,Mateusz Gamrot,L,http://ufcstats.com/fighter-details/193b9d1858bc4df3,Dan Hooker,W,Lightweight Bout,Decision - Split,3,300,3,Jim Perdios,http://ufcstats.com/fight-details/059f5cf0e9e37627
15,UFC 305: Du Plessis vs. Adesanya,http://ufcstats.com/fighter-details/c62fbc117d57b943,Tai Tuivasa,L,http://ufcstats.com/fighter-details/2cd428e9606856fd,Jairzinho Rozenstruik,W,Heavyweight Bout,Decision - Split,3,300,3,Marc Goddard,http://ufcstats.com/fight-details/dd3d8f7066c145b7
16,UFC 305: Du Plessis vs. Adesanya,http://ufcstats.com/fighter-details/e64b96c07d7ce999,Li Jingliang,L,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,Carlos Prates,W,Welterweight Bout,KO/TKO,2,242,3,Matt Wynne,http://ufcstats.com/fight-details/3c319d4659e6c8fd
17,UFC 305: Du Plessis vs. Adesanya,http://ufcstats.com/fighter-details/c15fa95b9a12fde4,Junior Tafa,L,http://ufcstats.com/fighter-details/f5779a2303ed76ec,Valter Walker,W,Heavyweight Bout,Submission,1,296,3,Steve Perceval,http://ufcstats.com/fight-details/ea4ff1d77928b029
18,UFC 305: Du Plessis vs. Adesanya,http://ufcstats.com/fighter-details/6751eacd16bd59bc,Josh Culibao,L,http://ufcstats.com/fighter-details/1ae8f3c723aacff4,Ricardo Ramos,W,Featherweight Bout,Decision - Split,3,300,3,Matt Wynne,http://ufcstats.com/fight-details/43ebfc8914a39061
19,UFC 305: Du Plessis vs. Adesanya,http://ufcstats.com/fighter-details/04835018f90b118c,Casey O'Neill,W,http://ufcstats.com/fighter-details/5078e1dacf9d25f4,Luana Santos,L,Women's Flyweight Bout,Decision - Unanimous,3,300,3,Rich Mitchell,http://ufcstats.com/fight-details/b9d5c77ae7a8109b
20,UFC 305: Du Plessis vs. Adesanya,http://ufcstats.com/fighter-details/a9da3158dd2c2b5a,Jack Jenkins,W,http://ufcstats.com/fighter-details/4f140403000158b5,Herbert Burns,L,Featherweight Bout,KO/TKO,3,48,3,Marc Goddard,http://ufcstats.com/fight-details/bfff6cf22c1c569c
21,UFC 305: Du Plessis vs. Adesanya,http://ufcstats.com/fighter-details/6c3b2525436cf5d4,Tom Nolan,W,http://ufcstats.com/fighter-details/dc07493a87dc0a6e,Alex Reyes,L,Lightweight Bout,Decision - Unanimous,3,300,3,Rich Mitchell,http://ufcstats.com/fight-details/ce75f5ecbc0d3dfd
22,UFC 305: Du Plessis vs. Adesanya,http://ufcstats.com/fighter-details/32490e80ddab1e5a,Song Kenan,W,http://ufcstats.com/fighter-details/814ff3018127e8fc,Ricky Glenn,L,Welterweight Bout,Decision - Unanimous,3,300,3,Jim Perdios,http://ufcstats.com/fight-details/ea824ac4b8ed8a35
23,UFC 305: Du Plessis vs. Adesanya,http://ufcstats.com/fighter-details/2bd98ab77a8daa75,Stewart Nicoll,L,http://ufcstats.com/fighter-details/c051c2e12d692b8a,Jesus Aguilar,W,Flyweight Bout,Submission,1,159,3,Steve Perceval,http://ufcstats.com/fight-details/075a102456080ab2
24,UFC Fight Night: Tybura vs. Spivac 2,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,Marcin Tybura,L,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,Serghei Spivac,W,Heavyweight Bout,Submission,1,104,5,Herb Dean,http://ufcstats.com/fight-details/84973bbdffaf0d0e
25,UFC Fight Night: Tybura vs. Spivac 2,http://ufcstats.com/fighter-details/29af297d9f1de0f8,Damon Jackson,L,http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90,Chepe Mariscal,W,Featherweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/e72a2130e7387637
26,UFC Fight Night: Tybura vs. Spivac 2,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63,Danny Barlow,W,http://ufcstats.com/fighter-details/0f1efce7d2571d10,Nikolay Veretennikov,L,Welterweight Bout,Decision - Split,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/7b4284bd3033a319
27,UFC Fight Night: Tybura vs. Spivac 2,http://ufcstats.com/fighter-details/45f0cc9d18f35137,Chris Gutierrez,W,http://ufcstats.com/fighter-details/32feae6d9a1e5047,Quang Le,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/6aa89b7b5350b8e2
28,UFC Fight Night: Tybura vs. Spivac 2,http://ufcstats.com/fighter-details/3143bf892608139a,Yana Santos,W,http://ufcstats.com/fighter-details/af9efbfd63d39734,Chelsea Chandler,L,Women's Bantamweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/e0b14afd93af5638
29,UFC Fight Night: Tybura vs. Spivac 2,http://ufcstats.com/fighter-details/148bb103cfbf123e,Toshiomi Kazama,W,http://ufcstats.com/fighter-details/68b8ebdfce9dbb61,Charalampos Grigoriou,L,Bantamweight Bout,Submission,2,115,3,Jason Herzog,http://ufcstats.com/fight-details/1332c1037c955d82
30,UFC Fight Night: Tybura vs. Spivac 2,http://ufcstats.com/fighter-details/351c4ec637380ad5,Karol Rosa,W,http://ufcstats.com/fighter-details/91dac5e69e28d5b5,Pannie Kianzad,L,Women's Bantamweight Bout,Decision - Unanimous,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/a7ac1dfcdc083694
31,UFC Fight Night: Tybura vs. Spivac 2,http://ufcstats.com/fighter-details/25f9a5f3e8a52618,Jhonata Diniz,W,http://ufcstats.com/fighter-details/d35f734c56a89103,Karl Williams,L,Heavyweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/6bcaa0de4003cc41
32,UFC Fight Night: Tybura vs. Spivac 2,http://ufcstats.com/fighter-details/52c2ae6d2f2d2613,Youssef Zalal,W,http://ufcstats.com/fighter-details/082eba4cd80f736f,Jarno Errens,L,Featherweight Bout,Submission,1,232,3,Mike Beltran,http://ufcstats.com/fight-details/cd9851b8eadb53a9
33,UFC Fight Night: Tybura vs. Spivac 2,http://ufcstats.com/fighter-details/1b35af4d1529adf6,Stephanie Luciano,W,http://ufcstats.com/fighter-details/d35298b6df168456,Talita Alencar,L,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Jerin Valel,http://ufcstats.com/fight-details/1b5d5af1bc0a34c7
34,UFC Fight Night: Sandhagen vs. Nurmagomedov,http://ufcstats.com/fighter-details/65f09bacd3957381,Cory Sandhagen,L,http://ufcstats.com/fighter-details/2b6fc1c02736833d,Umar Nurmagomedov,W,Bantamweight Bout,Decision - Unanimous,5,300,5,Marc Goddard,http://ufcstats.com/fight-details/33655fd07cfbe034
35,UFC Fight Night: Sandhagen vs. Nurmagomedov,http://ufcstats.com/fighter-details/06734ca9d88dec3a,Shara Magomedov,W,http://ufcstats.com/fighter-details/0d65c432720accb9,Michal Oleksiejczuk,L,Middleweight Bout,Decision - Unanimous,3,300,3,Daniel Movahedi,http://ufcstats.com/fight-details/b38450d9aa0f52b8
36,UFC Fight Night: Sandhagen vs. Nurmagomedov,http://ufcstats.com/fighter-details/7c7332319c14094c,Marlon Vera,L,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,Deiveson Figueiredo,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/bb85e207eba236bc
37,UFC Fight Night: Sandhagen vs. Nurmagomedov,http://ufcstats.com/fighter-details/22a92d7f62195791,Tony Ferguson,L,http://ufcstats.com/fighter-details/c58f51dedb310998,Michael Chiesa,W,Welterweight Bout,Submission,1,224,3,Marc Goddard,http://ufcstats.com/fight-details/2d39c26876246223
38,UFC Fight Night: Sandhagen vs. Nurmagomedov,http://ufcstats.com/fighter-details/7447e9f28508106a,Mackenzie Dern,W,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7,Loopy Godinez,L,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Greg Kleynjans,http://ufcstats.com/fight-details/d0d74672150ddea3
39,UFC Fight Night: Sandhagen vs. Nurmagomedov,http://ufcstats.com/fighter-details/58bbef3770bb2dfc,Joel Alvarez,W,http://ufcstats.com/fighter-details/48a9a128784d53d1,Elves Brener,L,Lightweight Bout,KO/TKO,3,216,3,Lukasz Bosacki,http://ufcstats.com/fight-details/de767dd5216bcad9
40,UFC Fight Night: Sandhagen vs. Nurmagomedov,http://ufcstats.com/fighter-details/e90a2f22417af68e,Azamat Murzakanov,W,http://ufcstats.com/fighter-details/a495f599e787614f,Alonzo Menifield,L,Light Heavyweight Bout,KO/TKO,2,198,3,Daniel Movahedi,http://ufcstats.com/fight-details/fbbb703581440496
41,UFC Fight Night: Sandhagen vs. Nurmagomedov,http://ufcstats.com/fighter-details/3753714927f18437,Mohammad Yahya,L,http://ufcstats.com/fighter-details/ec13c393d029297d,Kaue Fernandes,W,Lightweight Bout,KO/TKO,1,285,3,Marc Goddard,http://ufcstats.com/fight-details/1cd63899011c4bf6
42,UFC Fight Night: Sandhagen vs. Nurmagomedov,http://ufcstats.com/fighter-details/6747ccd6d1acd266,Shamil Gaziev,W,http://ufcstats.com/fighter-details/1a9480fc288e55d7,Don'Tale Mayes,L,Heavyweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/637f792270a0c746
43,UFC Fight Night: Sandhagen vs. Nurmagomedov,http://ufcstats.com/fighter-details/7772b283d288dbe2,Guram Kutateladze,W,http://ufcstats.com/fighter-details/6d38e41efa47a72d,Jordan Vucenic,L,Lightweight Bout,Decision - Unanimous,3,300,3,Greg Kleynjans,http://ufcstats.com/fight-details/77df662671ce11c5
44,UFC Fight Night: Sandhagen vs. Nurmagomedov,http://ufcstats.com/fighter-details/6c9b66b43663f2f7,Viktoriia Dudakova,L,http://ufcstats.com/fighter-details/e94085e821bd81de,Sam Hughes,W,Women's Strawweight Bout,Decision - Split,3,300,3,Daniel Movahedi,http://ufcstats.com/fight-details/f80143e1f3c3d319
45,UFC Fight Night: Sandhagen vs. Nurmagomedov,http://ufcstats.com/fighter-details/4c88a1db5a46c6a4,Jai Herbert,W,http://ufcstats.com/fighter-details/40a456a25d52ee65,Rolando Bedoya,L,Lightweight Bout,Decision - Unanimous,3,300,3,Lukasz Bosacki,http://ufcstats.com/fight-details/d038ff5ac21094f3
46,UFC Fight Night: Sandhagen vs. Nurmagomedov,http://ufcstats.com/fighter-details/4e6738062d469256,Sedriques Dumas,W,http://ufcstats.com/fighter-details/0112352cb32f5026,Denis Tiuliulin,L,Middleweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/e6851877e33d343f
47,UFC 304: Edwards vs. Muhammad 2,http://ufcstats.com/fighter-details/f1fac969a1d70b08,Leon Edwards,L,http://ufcstats.com/fighter-details/b1b0729d27936f2f,Belal Muhammad,W,UFC Welterweight Title Bout,Decision - Unanimous,5,300,5,Mike Beltran,http://ufcstats.com/fight-details/ec5163539a133f17
48,UFC 304: Edwards vs. Muhammad 2,http://ufcstats.com/fighter-details/399afbabc02376b5,Tom Aspinall,W,http://ufcstats.com/fighter-details/fa6796c55d6c5440,Curtis Blaydes,L,UFC Interim Heavyweight Title Bout,KO/TKO,1,60,5,Marc Goddard,http://ufcstats.com/fight-details/ec434314c5438fc7
49,UFC 304: Edwards vs. Muhammad 2,http://ufcstats.com/fighter-details/887961364be5ceb3,King Green,L,http://ufcstats.com/fighter-details/7826923b47f8d72a,Paddy Pimblett,W,Lightweight Bout,Submission,1,202,3,Lukasz Bosacki,http://ufcstats.com/fight-details/3e2bde19e752f64b
50,UFC 304: Edwards vs. Muhammad 2,http://ufcstats.com/fighter-details/a93f94c923c3a9cb,Christian Leroy Duncan,L,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd,Gregory Rodrigues,W,Middleweight Bout,Decision - Unanimous,3,300,3,Daniel Movahedi,http://ufcstats.com/fight-details/f02fed4e98048471
51,UFC 304: Edwards vs. Muhammad 2,http://ufcstats.com/fighter-details/040a74bb0a465c54,Arnold Allen,W,http://ufcstats.com/fighter-details/9560ff14eb3129f7,Giga Chikadze,L,Featherweight Bout,Decision - Unanimous,3,300,3,Marc Goddard,http://ufcstats.com/fight-details/8a2e28da18ba6a25
52,UFC 304: Edwards vs. Muhammad 2,http://ufcstats.com/fighter-details/329e403448756217,Nathaniel Wood,W,http://ufcstats.com/fighter-details/361d49960a196976,Daniel Pineda,L,Featherweight Bout,Decision - Unanimous,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/45e6a9b56ee3a9d1
53,UFC 304: Edwards vs. Muhammad 2,http://ufcstats.com/fighter-details/51018a31ddf31eb2,Molly McCann,L,http://ufcstats.com/fighter-details/7138a15258dabf20,Bruna Brasil,W,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Daniel Movahedi,http://ufcstats.com/fight-details/678eda89a096dde8
54,UFC 304: Edwards vs. Muhammad 2,http://ufcstats.com/fighter-details/60a42bf82447c919,Jake Hadley,W,http://ufcstats.com/fighter-details/42ac4020cba261ad,Caolan Loughran,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Lukasz Bosacki,http://ufcstats.com/fight-details/9d8c32c60df0e287
55,UFC 304: Edwards vs. Muhammad 2,http://ufcstats.com/fighter-details/75353550928a7921,Muhammad Mokaev,W,http://ufcstats.com/fighter-details/5d1b7e3dd9e11074,Manel Kape,L,Flyweight Bout,Decision - Unanimous,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/d6e240c47ba6034d
56,UFC 304: Edwards vs. Muhammad 2,http://ufcstats.com/fighter-details/6b56e94a59b7b134,Oban Elliott,W,http://ufcstats.com/fighter-details/9fe7af8b3fbe00a0,Preston Parsons,L,Welterweight Bout,Decision - Unanimous,3,300,3,Daniel Movahedi,http://ufcstats.com/fight-details/16b0a16ab2e20fdb
57,UFC 304: Edwards vs. Muhammad 2,http://ufcstats.com/fighter-details/476fe566d2df676e,Modestas Bukauskas,W,http://ufcstats.com/fighter-details/6370c1c1e12723d5,Marcin Prachnio,L,Light Heavyweight Bout,Submission,3,192,3,Marc Goddard,http://ufcstats.com/fight-details/026bb9fd1b3f239d
58,UFC 304: Edwards vs. Muhammad 2,http://ufcstats.com/fighter-details/8b6e5dc2ba1edbe7,Sam Patterson,W,http://ufcstats.com/fighter-details/4729c93ba705a3bf,Kiefer Crosbie,L,Welterweight Bout,Submission,1,170,3,Lukasz Bosacki,http://ufcstats.com/fight-details/3183dfe66fcdd25f
59,UFC 304: Edwards vs. Muhammad 2,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71,Mick Parkin,W,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19,Lukasz Brzeski,L,Heavyweight Bout,KO/TKO,1,203,3,Marc Goddard,http://ufcstats.com/fight-details/a5558e8fec59a687
60,UFC 304: Edwards vs. Muhammad 2,http://ufcstats.com/fighter-details/9c442aaf149ea982,Shauna Bannon,W,http://ufcstats.com/fighter-details/87f8699fdcc2c404,Alice Ardelean,L,Women's Strawweight Bout,Decision - Split,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/dff2ef8fdde8c502
61,UFC Fight Night: Lemos vs. Jandiroba,http://ufcstats.com/fighter-details/3df5493bb279226f,Amanda Lemos,L,http://ufcstats.com/fighter-details/7dda2cf308f24a02,Virna Jandiroba,W,Women's Strawweight Bout,Submission,2,288,5,Mark Smith,http://ufcstats.com/fight-details/4a00db8aeff200a2
62,UFC Fight Night: Lemos vs. Jandiroba,http://ufcstats.com/fighter-details/97cf1a2c7c5e7889,Steve Garcia,W,http://ufcstats.com/fighter-details/a68575214ecad140,SeungWoo Choi,L,Featherweight Bout,KO/TKO,1,96,3,Herb Dean,http://ufcstats.com/fight-details/120ec60ad18cf6c5
63,UFC Fight Night: Lemos vs. Jandiroba,http://ufcstats.com/fighter-details/a7151778b3381036,Kurt Holobaugh,W,http://ufcstats.com/fighter-details/ca36633b80be4a78,Kaynan Kruschewsky,L,Lightweight Bout,Decision - Unanimous,3,300,3,Kerry Hatley,http://ufcstats.com/fight-details/9eaa33f874bbb999
64,UFC Fight Night: Lemos vs. Jandiroba,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036,Cody Durden,L,http://ufcstats.com/fighter-details/294aa73dbf37d281,Bruno Silva,W,Flyweight Bout,KO/TKO,2,178,3,Chris Tognoni,http://ufcstats.com/fight-details/94541dd979e0b4bd
65,UFC Fight Night: Lemos vs. Jandiroba,http://ufcstats.com/fighter-details/e93b04e308913c2e,Dooho Choi,W,http://ufcstats.com/fighter-details/9abc648e76c4493a,Bill Algeo,L,Featherweight Bout,KO/TKO,2,218,3,Herb Dean,http://ufcstats.com/fight-details/ec8bc554a0646638
66,UFC Fight Night: Lemos vs. Jandiroba,http://ufcstats.com/fighter-details/d008d785f6347dc2,JeongYeong Lee,L,http://ufcstats.com/fighter-details/41cc71cbf210e0fe,Hyder Amil,W,Featherweight Bout,KO/TKO,1,65,3,Mark Smith,http://ufcstats.com/fight-details/6e6567a98ea78891
67,UFC Fight Night: Lemos vs. Jandiroba,http://ufcstats.com/fighter-details/7be14eaed4c74856,Brian Kelleher,L,http://ufcstats.com/fighter-details/700a674c042b7a96,Cody Gibson,W,Bantamweight Bout,Submission,1,238,3,Kerry Hatley,http://ufcstats.com/fight-details/40c18c6d64463809
68,UFC Fight Night: Lemos vs. Jandiroba,http://ufcstats.com/fighter-details/f29a6350c69f4a33,Miranda Maverick,W,http://ufcstats.com/fighter-details/27b388f0aab49780,Dione Barbosa,L,Women's Flyweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/e655774643881e6c
69,UFC Fight Night: Lemos vs. Jandiroba,http://ufcstats.com/fighter-details/8c169fbe1ac33637,Loik Radzhabov,L,http://ufcstats.com/fighter-details/cfc3e7bb44685289,Trey Ogden,W,Lightweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/b3f1253d0a991791
70,UFC Fight Night: Lemos vs. Jandiroba,http://ufcstats.com/fighter-details/528b071cf3da7c56,Luana Carolina,W,http://ufcstats.com/fighter-details/3cf66c62d9069f43,Lucie Pudilova,L,Women's Flyweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/c3ef9edf73626521
71,UFC Fight Night: Lemos vs. Jandiroba,http://ufcstats.com/fighter-details/da7f113b5ea39c43,Mohammed Usman,L,http://ufcstats.com/fighter-details/764d39074a352e33,Thomas Petersen,W,Heavyweight Bout,Decision - Unanimous,3,300,3,Kerry Hatley,http://ufcstats.com/fight-details/836e9bc5c1f6acd3
72,UFC Fight Night: Namajunas vs. Cortez,http://ufcstats.com/fighter-details/47b63240018d5d86,Rose Namajunas,W,http://ufcstats.com/fighter-details/68d4a891e5cf2029,Tracy Cortez,L,Women's Flyweight Bout,Decision - Unanimous,5,300,5,Herb Dean,http://ufcstats.com/fight-details/1394ce1832ddefe0
73,UFC Fight Night: Namajunas vs. Cortez,http://ufcstats.com/fighter-details/6d1bffff14897645,Santiago Ponzinibbio,L,http://ufcstats.com/fighter-details/447f9858ae78f921,Muslim Salikhov,W,Welterweight Bout,Decision - Split,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/dff8e4ef87d69516
74,UFC Fight Night: Namajunas vs. Cortez,http://ufcstats.com/fighter-details/519e4fe37ce9ff75,Drew Dober,L,http://ufcstats.com/fighter-details/52ef95b5860fb28c,Jean Silva,W,Lightweight Bout,TKO - Doctor's Stoppage,3,88,3,Herb Dean,http://ufcstats.com/fight-details/54de03e04f571735
75,UFC Fight Night: Namajunas vs. Cortez,http://ufcstats.com/fighter-details/01641ba5df0c69b0,Gabriel Bonfim,W,http://ufcstats.com/fighter-details/1497e735d9f2560a,Ange Loosa,L,Welterweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/dad759ec50508147
76,UFC Fight Night: Namajunas vs. Cortez,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a,Julian Erosa,W,http://ufcstats.com/fighter-details/5ec591b78349ba7e,Christian Rodriguez,L,Featherweight Bout,Submission,1,289,3,Nick Berens,http://ufcstats.com/fight-details/a63bb85cc39389c7
77,UFC Fight Night: Namajunas vs. Cortez,http://ufcstats.com/fighter-details/eae431e70064e046,Abdul Razak Alhassan,NC,http://ufcstats.com/fighter-details/f14f644d41ade29f,Cody Brundage,NC,Middleweight Bout,Could Not Continue,1,37,3,Dan Miragliotta,http://ufcstats.com/fight-details/46fa8e79fe8a9539
78,UFC Fight Night: Namajunas vs. Cortez,http://ufcstats.com/fighter-details/17e97649403ba428,Joshua Van,L,http://ufcstats.com/fighter-details/814e5233e2acf2ee,Charles Johnson,W,Flyweight Bout,KO/TKO,3,20,3,Joe Coca,http://ufcstats.com/fight-details/80108a70c4afa6c2
79,UFC Fight Night: Namajunas vs. Cortez,http://ufcstats.com/fighter-details/a9e260472d321361,Jasmine Jasudavicius,W,http://ufcstats.com/fighter-details/745fa7b605f8e2da,Fatima Kline,L,Women's Flyweight Bout,Decision - Unanimous,3,300,3,Joel Ojeda,http://ufcstats.com/fight-details/582afc25875911d1
80,UFC Fight Night: Namajunas vs. Cortez,http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,Montel Jackson,W,http://ufcstats.com/fighter-details/da22387a0407a2dc,Da'Mon Blackshear,L,Bantamweight Bout,KO/TKO,1,18,3,Nick Berens,http://ufcstats.com/fight-details/5eebde8fb4d67259
81,UFC Fight Night: Namajunas vs. Cortez,http://ufcstats.com/fighter-details/5078e1dacf9d25f4,Luana Santos,W,http://ufcstats.com/fighter-details/a08ddd04eaffd81d,Mariya Agapova,L,Women's Flyweight Bout,Submission,1,207,3,Joe Coca,http://ufcstats.com/fight-details/e06bfd0100eccbad
82,UFC Fight Night: Namajunas vs. Cortez,http://ufcstats.com/fighter-details/ca43de99b07b6b40,Josh Fremd,L,http://ufcstats.com/fighter-details/5f61780fe5e9b6d0,Andre Petroski,W,Middleweight Bout,Decision - Unanimous,3,300,3,Nick Berens,http://ufcstats.com/fight-details/d8e8d41282fc90dc
83,UFC Fight Night: Namajunas vs. Cortez,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e,Evan Elder,W,http://ufcstats.com/fighter-details/65db4065e2bc107d,Darrius Flowers,L,Welterweight Bout,Submission,2,106,3,Joel Ojeda,http://ufcstats.com/fight-details/25747d81ae5c6564
84,UFC 303: Pereira vs. Prochazka 2,http://ufcstats.com/fighter-details/e5549c82bfb5582d,Alex Pereira,W,http://ufcstats.com/fighter-details/009341ed974bad72,Jiri Prochazka,L,UFC Light Heavyweight Title Bout,KO/TKO,2,13,5,Herb Dean,http://ufcstats.com/fight-details/bca5d01f8775f852
85,UFC 303: Pereira vs. Prochazka 2,http://ufcstats.com/fighter-details/82a5152216251682,Dan Ige,L,http://ufcstats.com/fighter-details/f166e93d04a8c274,Diego Lopes,W,Catch Weight Bout,Decision - Unanimous,3,300,3,,http://ufcstats.com/fight-details/fc8ad0c7fc70dde7
86,UFC 303: Pereira vs. Prochazka 2,http://ufcstats.com/fighter-details/d4c9dcd330403612,Anthony Smith,L,http://ufcstats.com/fighter-details/327d5f279895110d,Roman Dolidze,W,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Marc Goddard,http://ufcstats.com/fight-details/bf878c083a6b30ad
