fight_id,event_name,fighter_1_link,fighter_1,fighter_1_result,fighter_2_link,fighter_2,fighter_2_result,bout_type,method,end_round,end_time_round,max_round,referee,fight_link
6129,UFC Live: Hardy vs Lytle,http://ufcstats.com/fighter-details/1d00756835ca67c9,Donald Cerrone,W,http://ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,L,Lightweight Bout,KO/TKO,1,181,3,Mario Yamasaki,http://ufcstats.com/fight-details/295c2e1ae2d54287
6130,UFC Live: Hardy vs Lytle,http://ufcstats.com/fighter-details/2650e2f846a30f64,Amir Sadollah,L,http://ufcstats.com/fighter-details/84ac950d4c1722dd,Duane Ludwig,W,Welterweight Bout,Decision - Unanimous,3,300,3,Rob Hinds,http://ufcstats.com/fight-details/09c1d4c96efd0545
6131,UFC Live: Hardy vs Lytle,http://ufcstats.com/fighter-details/5d7bdab5e03e3216,CB Dollaway,L,http://ufcstats.com/fighter-details/23459ee7e373b98f,Jared Hamman,W,Middleweight Bout,KO/TKO,2,218,3,Herb Dean,http://ufcstats.com/fight-details/74773b56e0b31c6b
6132,UFC Live: Hardy vs Lytle,http://ufcstats.com/fighter-details/80eacd4da0617c57,Joseph Benavidez,W,http://ufcstats.com/fighter-details/fc9a9559a05f2704,Eddie Wineland,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Josh Rosenthal,http://ufcstats.com/fight-details/0fd5485e64712df9
6133,UFC Live: Hardy vs Lytle,http://ufcstats.com/fighter-details/06f36cf4bd97ec77,Ed Herman,W,http://ufcstats.com/fighter-details/7339d340aa2889cb,Kyle Noke,L,Middleweight Bout,Submission,1,255,3,Mario Yamasaki,http://ufcstats.com/fight-details/23243c27deb4d596
6134,UFC Live: Hardy vs Lytle,http://ufcstats.com/fighter-details/bd21a1e3d41c97ee,Ronny Markes,W,http://ufcstats.com/fighter-details/d23ccf4a6c221284,Karlos Vemola,L,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Rob Hinds,http://ufcstats.com/fight-details/a39286bf0a443ff0
6135,UFC Live: Hardy vs Lytle,http://ufcstats.com/fighter-details/893d51aaf024eddd,Jimy Hettes,W,http://ufcstats.com/fighter-details/7aa3d6964eff4877,Alex Caceres,L,Featherweight Bout,Submission,2,192,3,Herb Dean,http://ufcstats.com/fight-details/345f0bd50451a321
6136,UFC Live: Hardy vs Lytle,http://ufcstats.com/fighter-details/282fa667ff9c51ed,Cole Miller,W,http://ufcstats.com/fighter-details/d25b93992f285953,TJ O'Brien,L,Lightweight Bout,Submission,2,158,3,Josh Rosenthal,http://ufcstats.com/fight-details/475c55534f9e08ee
6137,UFC Live: Hardy vs Lytle,http://ufcstats.com/fighter-details/6f81b6de2557739a,Jacob Volkmann,W,http://ufcstats.com/fighter-details/d1e7fc58d4225cdf,Danny Castillo,L,Lightweight Bout,Decision - Unanimous,3,300,3,Mario Yamasaki,http://ufcstats.com/fight-details/03938272fb7c3971
6138,UFC Live: Hardy vs Lytle,http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8,Edwin Figueroa,W,http://ufcstats.com/fighter-details/02500fb9fd79a974,Jason Reinhardt,L,Bantamweight Bout,KO/TKO,2,50,3,Rob Hinds,http://ufcstats.com/fight-details/096d656048f85b18
6139,UFC 133: Evans vs Ortiz 2,http://ufcstats.com/fighter-details/ee779c43a8926d52,Rashad Evans,W,http://ufcstats.com/fighter-details/2f732dd9210d301f,Tito Ortiz,L,Light Heavyweight Bout,KO/TKO,2,288,3,Dan Miragliotta,http://ufcstats.com/fight-details/68ac97071275099f
6140,UFC 133: Evans vs Ortiz 2,http://ufcstats.com/fighter-details/0ee783aa00e468f0,Vitor Belfort,W,http://ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro Akiyama,L,Middleweight Bout,KO/TKO,1,112,3,Mario Yamasaki,http://ufcstats.com/fight-details/eb3093e235f048c8
6141,UFC 133: Evans vs Ortiz 2,http://ufcstats.com/fighter-details/8a8a84b743ae7699,Dennis Hallman,L,http://ufcstats.com/fighter-details/32ba186f4b0e3267,Brian Ebersole,W,Welterweight Bout,KO/TKO,1,268,3,Kevin Mulhall,http://ufcstats.com/fight-details/27593cd1cda3cc2f
6142,UFC 133: Evans vs Ortiz 2,http://ufcstats.com/fighter-details/cb46dface0e28a2c,Jorge Rivera,L,http://ufcstats.com/fighter-details/05560764359161e4,Constantinos Philippou,W,Middleweight Bout,Decision - Split,3,300,3,Mario Yamasaki,http://ufcstats.com/fight-details/04df2fbb108b23c1
6143,UFC 133: Evans vs Ortiz 2,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e,Rory MacDonald,W,http://ufcstats.com/fighter-details/f5990c11974d8e9c,Mike Pyle,L,Welterweight Bout,KO/TKO,1,234,3,Kevin Mulhall,http://ufcstats.com/fight-details/c299ca1bc07857d5
6144,UFC 133: Evans vs Ortiz 2,http://ufcstats.com/fighter-details/98b80a717b9bda17,Matt Hamill,L,http://ufcstats.com/fighter-details/3c6976f8182d9527,Alexander Gustafsson,W,Light Heavyweight Bout,KO/TKO,2,214,3,Dan Miragliotta,http://ufcstats.com/fight-details/48ac0e2cf3681cca
6145,UFC 133: Evans vs Ortiz 2,http://ufcstats.com/fighter-details/b5b684eac99ae0a3,Chad Mendes,W,http://ufcstats.com/fighter-details/94527830000ab715,Rani Yahya,L,Featherweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/e516a0e035fd57f7
6146,UFC 133: Evans vs Ortiz 2,http://ufcstats.com/fighter-details/5755960ebd0b16f6,Ivan Menjivar,W,http://ufcstats.com/fighter-details/8cb76103cd8a1562,Nick Pace,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/de41ca23c9a13bfb
6147,UFC 133: Evans vs Ortiz 2,http://ufcstats.com/fighter-details/0941df56f6ac954b,Johny Hendricks,W,http://ufcstats.com/fighter-details/236a37d96d476164,Mike Pierce,L,Welterweight Bout,Decision - Split,3,300,3,Mario Yamasaki,http://ufcstats.com/fight-details/87cc38e9d565f819
6148,UFC 133: Evans vs Ortiz 2,http://ufcstats.com/fighter-details/e0b74df14f52cd15,Mike Brown,W,http://ufcstats.com/fighter-details/80dbeb1dd5b53e64,Nam Phan,L,Featherweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/9468f58f8abf78df
6149,UFC 133: Evans vs Ortiz 2,http://ufcstats.com/fighter-details/0dba4df5f34d5ff0,Rafael Natal,W,http://ufcstats.com/fighter-details/c7011de4765d2497,Paul Bradley,L,Middleweight Bout,Decision - Unanimous,3,300,3,Kevin Mulhall,http://ufcstats.com/fight-details/ba2f30fb7143a6b1
6150,UFC 132: Cruz vs Faber,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97,Dominick Cruz,W,http://ufcstats.com/fighter-details/78114b7199cef90c,Urijah Faber,L,UFC Bantamweight Title Bout,Decision - Unanimous,5,300,5,Steve Mazzagatti,http://ufcstats.com/fight-details/8f4a445ccb548f15
6151,UFC 132: Cruz vs Faber,http://ufcstats.com/fighter-details/a1f6999fe57236e0,Wanderlei Silva,L,http://ufcstats.com/fighter-details/d43a048a880efdff,Chris Leben,W,Middleweight Bout,KO/TKO,1,27,3,Josh Rosenthal,http://ufcstats.com/fight-details/50ebe7915d9f0cab
6152,UFC 132: Cruz vs Faber,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed,Dennis Siver,W,http://ufcstats.com/fighter-details/eb29176b03dfa888,Matt Wiman,L,Lightweight Bout,Decision - Unanimous,3,300,3,Yves Lavigne,http://ufcstats.com/fight-details/be79dafe6c0b7671
6153,UFC 132: Cruz vs Faber,http://ufcstats.com/fighter-details/2f732dd9210d301f,Tito Ortiz,W,http://ufcstats.com/fighter-details/c0ab242c40decc55,Ryan Bader,L,Light Heavyweight Bout,Submission,1,116,3,Mario Yamasaki,http://ufcstats.com/fight-details/34c6c06ba60a9ade
6154,UFC 132: Cruz vs Faber,http://ufcstats.com/fighter-details/f9f07bb5a43535ed,Carlos Condit,W,http://ufcstats.com/fighter-details/9bcf8603ceb25680,Dong Hyun Kim,L,Welterweight Bout,KO/TKO,1,178,3,Steve Mazzagatti,http://ufcstats.com/fight-details/d5d6ae85ebcfd160
6155,UFC 132: Cruz vs Faber,http://ufcstats.com/fighter-details/ccd1299e0345e0ce,Melvin Guillard,W,http://ufcstats.com/fighter-details/75e0d3cc2262b732,Shane Roller,L,Lightweight Bout,KO/TKO,1,132,3,Josh Rosenthal,http://ufcstats.com/fight-details/137d7dea41cacdc6
6156,UFC 132: Cruz vs Faber,http://ufcstats.com/fighter-details/896c322f56b8be5a,George Sotiropoulos,L,http://ufcstats.com/fighter-details/6a2f7c151031653d,Rafael Dos Anjos,W,Lightweight Bout,KO/TKO,1,59,3,Yves Lavigne,http://ufcstats.com/fight-details/65171ae917df102f
6157,UFC 132: Cruz vs Faber,http://ufcstats.com/fighter-details/b26d3e3746fb4024,Brian Bowles,W,http://ufcstats.com/fighter-details/48e093ea1f43a053,Takeya Mizugaki,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Mario Yamasaki,http://ufcstats.com/fight-details/a0d1be5413e301dd
6158,UFC 132: Cruz vs Faber,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,Brad Tavares,L,http://ufcstats.com/fighter-details/d5f820c11a121050,Aaron Simpson,W,Middleweight Bout,Decision - Unanimous,3,300,3,Josh Rosenthal,http://ufcstats.com/fight-details/ec20620c294a49a4
6159,UFC 132: Cruz vs Faber,http://ufcstats.com/fighter-details/6bf5a7d3e081ade2,Anthony Njokuani,W,http://ufcstats.com/fighter-details/b45d6b73f4ca4467,Andre Winner,L,Lightweight Bout,Decision - Unanimous,3,300,3,Yves Lavigne,http://ufcstats.com/fight-details/d8287db48ec356df
6160,UFC 132: Cruz vs Faber,http://ufcstats.com/fighter-details/97a8f39186f489db,Jeff Hougland,W,http://ufcstats.com/fighter-details/e6147d5ab3685899,Donny Walker,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Mario Yamasaki,http://ufcstats.com/fight-details/29a1ed2c88c34fe0
6161,UFC Live: Kongo vs Barry,http://ufcstats.com/fighter-details/1eacf73d6a0055dc,Cheick Kongo,W,http://ufcstats.com/fighter-details/658c3465581ae46b,Pat Barry,L,Heavyweight Bout,KO/TKO,1,159,3,Dan Miragliotta,http://ufcstats.com/fight-details/4d6f492092d827cf
6162,UFC Live: Kongo vs Barry,http://ufcstats.com/fighter-details/98f6da59d765ec94,Charlie Brenneman,W,http://ufcstats.com/fighter-details/5b5307450405abf0,Rick Story,L,Welterweight Bout,Decision - Unanimous,3,300,3,Mark Matheny,http://ufcstats.com/fight-details/0212461ac95ae690
6163,UFC Live: Kongo vs Barry,http://ufcstats.com/fighter-details/31123249b0bbf52e,Matt Brown,W,http://ufcstats.com/fighter-details/fc31f896cde2bc2e,John Howard,L,Welterweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/5ad0a7ec5e99955b
6164,UFC Live: Kongo vs Barry,http://ufcstats.com/fighter-details/80779d7441af1b52,Christian Morecraft,L,http://ufcstats.com/fighter-details/ba280572acfba13f,Matt Mitrione,W,Heavyweight Bout,KO/TKO,2,268,3,Mark Matheny,http://ufcstats.com/fight-details/41f186bffee2bb29
6165,UFC Live: Kongo vs Barry,http://ufcstats.com/fighter-details/20205040232ed0f3,Tyson Griffin,W,http://ufcstats.com/fighter-details/cc6f9d1e89f3449a,Manvel Gamburyan,L,Featherweight Bout,Decision - Unanimous,3,300,3,Chip Snider,http://ufcstats.com/fight-details/70ddd13934e6c0e9
6166,UFC Live: Kongo vs Barry,http://ufcstats.com/fighter-details/79899ecf62020f6d,Joe Stevenson,L,http://ufcstats.com/fighter-details/be5cfd73617a5b1a,Javier Vazquez,W,Featherweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/4289bcb551b07bc1
6167,UFC Live: Kongo vs Barry,http://ufcstats.com/fighter-details/3bad7ef643840f67,Joe Lauzon,W,http://ufcstats.com/fighter-details/2721bb808bb2523c,Curt Warburton,L,Lightweight Bout,Submission,1,118,3,Chip Snider,http://ufcstats.com/fight-details/6b3038fe26a57b80
6168,UFC Live: Kongo vs Barry,http://ufcstats.com/fighter-details/22edaf53ad59a967,Daniel Roberts,L,http://ufcstats.com/fighter-details/210935fd21670f6d,Rich Attonito,W,Welterweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/6cc8c21becd17ffa
6169,UFC Live: Kongo vs Barry,http://ufcstats.com/fighter-details/6fb1ba67bef41b37,Nik Lentz,NC,http://ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,NC,Lightweight Bout,Overturned,2,108,3,Chip Snider,http://ufcstats.com/fight-details/91daeeeea0a83e49
6170,UFC Live: Kongo vs Barry,http://ufcstats.com/fighter-details/3974fa35c917af1d,Ricardo Lamas,W,http://ufcstats.com/fighter-details/bfc2fc38a0e20211,Matt Grice,L,Featherweight Bout,KO/TKO,1,281,3,Keith Peterson,http://ufcstats.com/fight-details/16da233dcf7fecc8
6171,UFC Live: Kongo vs Barry,http://ufcstats.com/fighter-details/511e82663651438d,Michael Johnson,W,http://ufcstats.com/fighter-details/6224e8d0a34264eb,Edward Faaloloto,L,Lightweight Bout,KO/TKO,1,282,3,Mark Matheny,http://ufcstats.com/fight-details/daa06084bcc66645
6172,UFC 131: Dos Santos vs Carwin,http://ufcstats.com/fighter-details/68dd7b3783c19f9c,Shane Carwin,L,http://ufcstats.com/fighter-details/63def5a5662a6917,Junior Dos Santos,W,Heavyweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/60be440e54760b40
6173,UFC 131: Dos Santos vs Carwin,http://ufcstats.com/fighter-details/cb139171ed1b69fe,Kenny Florian,W,http://ufcstats.com/fighter-details/3a24769a4855040a,Diego Nunes,L,Featherweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/c1039954c3457fe7
6174,UFC 131: Dos Santos vs Carwin,http://ufcstats.com/fighter-details/179f1948dc234f1f,Mark Munoz,W,http://ufcstats.com/fighter-details/427b5953ac8e3a27,Demian Maia,L,Middleweight Bout,Decision - Unanimous,3,300,3,Jerin Valel,http://ufcstats.com/fight-details/6dc666fd76a3b280
6175,UFC 131: Dos Santos vs Carwin,http://ufcstats.com/fighter-details/cbd6f1abf955e628,Dave Herman,W,http://ufcstats.com/fighter-details/0577808d22dfe79c,Jon Olav Einemo,L,Heavyweight Bout,KO/TKO,2,199,3,Kevin Dornan,http://ufcstats.com/fight-details/65270a16c25b59ad
6176,UFC 131: Dos Santos vs Carwin,http://ufcstats.com/fighter-details/d403b1a6f278c95e,Vagner Rocha,L,http://ufcstats.com/fighter-details/1d00756835ca67c9,Donald Cerrone,W,Lightweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/9f69f6420f21080a
6177,UFC 131: Dos Santos vs Carwin,http://ufcstats.com/fighter-details/5f04e3d58d9ce982,Yves Edwards,L,http://ufcstats.com/fighter-details/501b07aec9b8fc2d,Sam Stout,W,Lightweight Bout,KO/TKO,1,232,3,John McCarthy,http://ufcstats.com/fight-details/44e24628e8eda0b1
6178,UFC 131: Dos Santos vs Carwin,http://ufcstats.com/fighter-details/934de214814b8ff4,Jesse Bongfeldt,L,http://ufcstats.com/fighter-details/3a8176e15b9887c1,Chris Weidman,W,Middleweight Bout,Submission,1,294,3,Jerin Valel,http://ufcstats.com/fight-details/65ac65daa51720e2
6179,UFC 131: Dos Santos vs Carwin,http://ufcstats.com/fighter-details/5b2d7906aa894274,Mike Massenzio,L,http://ufcstats.com/fighter-details/59583ff832fe9d68,Krzysztof Soszynski,W,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Kevin Dornan,http://ufcstats.com/fight-details/1878e37418f1dfcd
6180,UFC 131: Dos Santos vs Carwin,http://ufcstats.com/fighter-details/b13da0b1a3aed3e7,Nick Ring,W,http://ufcstats.com/fighter-details/19a8cce18a1cef9e,James Head,L,Middleweight Bout,Submission,3,213,3,Herb Dean,http://ufcstats.com/fight-details/06db48a74d81a15e
6181,UFC 131: Dos Santos vs Carwin,http://ufcstats.com/fighter-details/029eaff01e6bb8f0,Dustin Poirier,W,http://ufcstats.com/fighter-details/f59e9e49ef85b469,Jason Young,L,Featherweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/b3a0fc0a945a31f7
6182,UFC 131: Dos Santos vs Carwin,http://ufcstats.com/fighter-details/46baf0f57edfa4df,Joey Beltran,W,http://ufcstats.com/fighter-details/11f8860028b68fcf,Aaron Rosa,L,Heavyweight Bout,KO/TKO,3,86,3,Jerin Valel,http://ufcstats.com/fight-details/9a18479792f990f7
6183,UFC 131: Dos Santos vs Carwin,http://ufcstats.com/fighter-details/92a9aa9c93192871,Darren Elkins,W,http://ufcstats.com/fighter-details/9f842be1a5337be6,Michihiro Omigawa,L,Featherweight Bout,Decision - Unanimous,3,300,3,Kevin Dornan,http://ufcstats.com/fight-details/29bf7862fb1c28d6
6184,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,http://ufcstats.com/fighter-details/22aa91e402d0fe1f,Ramsey Nijem,L,http://ufcstats.com/fighter-details/22a92d7f62195791,Tony Ferguson,W,Ultimate Fighter 13 Welterweight Tournament Title Bout,KO/TKO,1,234,3,Josh Rosenthal,http://ufcstats.com/fight-details/cd0bc692a7bce9e7
6185,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,http://ufcstats.com/fighter-details/c47df9303d318c67,Clay Guida,W,http://ufcstats.com/fighter-details/cbb682f5fcc44bfc,Anthony Pettis,L,Lightweight Bout,Decision - Unanimous,3,300,3,Steve Mazzagatti,http://ufcstats.com/fight-details/e9fc9dcc549c7f3b
6186,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,http://ufcstats.com/fighter-details/06f36cf4bd97ec77,Ed Herman,W,http://ufcstats.com/fighter-details/89b8d1bf1ff09d1d,Tim Credeur,L,Middleweight Bout,KO/TKO,1,48,3,Herb Dean,http://ufcstats.com/fight-details/a1f9a28339f5e1b2
6187,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,http://ufcstats.com/fighter-details/1fb80f46d3c105d9,Fabio Maldonado,L,http://ufcstats.com/fighter-details/b959e8c7fd8390d2,Kyle Kingsbury,W,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/35e23b1917b59132
6188,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,http://ufcstats.com/fighter-details/56bc9ccb609df534,Chuck O'Neil,L,http://ufcstats.com/fighter-details/8c8c92a12621d7e0,Chris Cope,W,Welterweight Bout,Decision - Unanimous,3,300,3,Josh Rosenthal,http://ufcstats.com/fight-details/1b0887e7533b9b49
6189,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,http://ufcstats.com/fighter-details/a66395395b5f1394,Danny Downes,L,http://ufcstats.com/fighter-details/18968f97ad34f15c,Jeremy Stephens,W,Lightweight Bout,Decision - Unanimous,3,300,3,Steve Mazzagatti,http://ufcstats.com/fight-details/7240a9432bf2af67
6190,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,http://ufcstats.com/fighter-details/60ba33c3f555a7a3,Josh Grispi,L,http://ufcstats.com/fighter-details/3c0437fbeda06962,George Roop,W,Featherweight Bout,KO/TKO,3,194,3,Herb Dean,http://ufcstats.com/fight-details/2ebfb072b178649e
6191,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,http://ufcstats.com/fighter-details/1f9c371c93dfd3a9,Ryan McGillivray,L,http://ufcstats.com/fighter-details/e2b8186b618b00c4,Shamar Bailey,W,Welterweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/ba0b95898baad200
6192,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,http://ufcstats.com/fighter-details/83a477a7dba1ca58,Clay Harvison,W,http://ufcstats.com/fighter-details/e56daf7725a0b5ab,Justin Edwards,L,Welterweight Bout,Decision - Split,3,300,3,Josh Rosenthal,http://ufcstats.com/fight-details/33005a28b1226d15
6193,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,http://ufcstats.com/fighter-details/0b64d0fed453ef7f,Scott Jorgensen,W,http://ufcstats.com/fighter-details/fbf0947399d14323,Ken Stone,L,Bantamweight Bout,KO/TKO,1,241,3,Steve Mazzagatti,http://ufcstats.com/fight-details/57622ac93e8d8900
6194,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,http://ufcstats.com/fighter-details/4417980b3e798abf,Reuben Duran,W,http://ufcstats.com/fighter-details/7ea4a9f07df33a45,Francisco Rivera,L,Bantamweight Bout,Submission,3,117,3,Herb Dean,http://ufcstats.com/fight-details/07df55cb3cc0ec30
6195,UFC 130: Rampage vs Hamill,http://ufcstats.com/fighter-details/ffc088e64fab57e9,Quinton Jackson,W,http://ufcstats.com/fighter-details/98b80a717b9bda17,Matt Hamill,L,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/9cf91ae875d886df
6196,UFC 130: Rampage vs Hamill,http://ufcstats.com/fighter-details/1ff9589f9065a9ed,Frank Mir,W,http://ufcstats.com/fighter-details/3f7c14c7eca7195d,Roy Nelson,L,Heavyweight Bout,Decision - Unanimous,3,300,3,Josh Rosenthal,http://ufcstats.com/fight-details/c553753c64379c39
6197,UFC 130: Rampage vs Hamill,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,Stefan Struve,L,http://ufcstats.com/fighter-details/3236bf606fe9fa5b,Travis Browne,W,Heavyweight Bout,KO/TKO,1,251,3,Steve Mazzagatti,http://ufcstats.com/fight-details/727c8004faed648d
6198,UFC 130: Rampage vs Hamill,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f,Thiago Alves,L,http://ufcstats.com/fighter-details/5b5307450405abf0,Rick Story,W,Welterweight Bout,Decision - Unanimous,3,300,3,Kim Winslow,http://ufcstats.com/fight-details/7956ae951020ce8c
6199,UFC 130: Rampage vs Hamill,http://ufcstats.com/fighter-details/579fcdfcabd23a7b,Brian Stann,W,http://ufcstats.com/fighter-details/f8dc544e7077d014,Jorge Santiago,L,Middleweight Bout,KO/TKO,2,269,3,Herb Dean,http://ufcstats.com/fight-details/6617170d3659b175
6200,UFC 130: Rampage vs Hamill,http://ufcstats.com/fighter-details/33b2f68ef95252e0,Miguel Torres,L,http://ufcstats.com/fighter-details/8a304bfd6bf04a57,Demetrious Johnson,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Josh Rosenthal,http://ufcstats.com/fight-details/b0cfaf01a155985b
6201,UFC 130: Rampage vs Hamill,http://ufcstats.com/fighter-details/234f3767ff0e5701,Kendall Grove,L,http://ufcstats.com/fighter-details/c80095f6092271a7,Tim Boetsch,W,Middleweight Bout,Decision - Unanimous,3,300,3,Steve Mazzagatti,http://ufcstats.com/fight-details/3d1a835c15fd8cb2
6202,UFC 130: Rampage vs Hamill,http://ufcstats.com/fighter-details/75e5fec9f72910ef,Gleison Tibau,W,http://ufcstats.com/fighter-details/15b1b21cd743d652,Rafaello Oliveira,L,Lightweight Bout,Submission,2,208,3,Kim Winslow,http://ufcstats.com/fight-details/6299412d7bbfbce6
6203,UFC 130: Rampage vs Hamill,http://ufcstats.com/fighter-details/d0314416a7f26527,Michael McDonald,W,http://ufcstats.com/fighter-details/b2e3aca4cd363477,Chris Cariaso,L,Bantamweight Bout,Decision - Split,3,300,3,Josh Rosenthal,http://ufcstats.com/fight-details/556952a9520d0ae0
6204,UFC 130: Rampage vs Hamill,http://ufcstats.com/fighter-details/5df17b3620145578,Cole Escovedo,L,http://ufcstats.com/fighter-details/2c99576fefe53c7c,Renan Barao,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Steve Mazzagatti,http://ufcstats.com/fight-details/4cc8bef7c487cf9d
6205,UFC 129: St-Pierre vs Shields,http://ufcstats.com/fighter-details/6506c1d34da9c013,Georges St-Pierre,W,http://ufcstats.com/fighter-details/fe435e440b5de0ff,Jake Shields,L,UFC Welterweight Title Bout,Decision - Unanimous,5,300,5,Herb Dean,http://ufcstats.com/fight-details/9c3c0818f0c32768
6206,UFC 129: St-Pierre vs Shields,http://ufcstats.com/fighter-details/d0f3959b4a9747e6,Jose Aldo,W,http://ufcstats.com/fighter-details/0a97691039c4bbfb,Mark Hominick,L,UFC Featherweight Title Bout,Decision - Unanimous,5,300,5,John McCarthy,http://ufcstats.com/fight-details/12b94f0229c30ead
6207,UFC 129: St-Pierre vs Shields,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6,Lyoto Machida,W,http://ufcstats.com/fighter-details/0aa92558424ced9e,Randy Couture,L,Light Heavyweight Bout,KO/TKO,2,65,3,Yves Lavigne,http://ufcstats.com/fight-details/f0e299c134cbac37
6208,UFC 129: St-Pierre vs Shields,http://ufcstats.com/fighter-details/ccdd90bd1fc7dab6,Vladimir Matyushenko,W,http://ufcstats.com/fighter-details/497ba5b12a4bfc47,Jason Brilz,L,Light Heavyweight Bout,KO/TKO,1,20,3,Dan Miragliotta,http://ufcstats.com/fight-details/520de85f6d492264
6209,UFC 129: St-Pierre vs Shields,http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce,Mark Bocek,L,http://ufcstats.com/fighter-details/2676b28836a5a836,Benson Henderson,W,Lightweight Bout,Decision - Unanimous,3,300,3,Yves Lavigne,http://ufcstats.com/fight-details/eb8e4c57d131fb46
6210,UFC 129: St-Pierre vs Shields,http://ufcstats.com/fighter-details/8355922d564b152c,Nate Diaz,L,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e,Rory MacDonald,W,Welterweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/6f0dc5319bf900dc
6211,UFC 129: St-Pierre vs Shields,http://ufcstats.com/fighter-details/d81ac739417d7f53,Jake Ellenberger,W,http://ufcstats.com/fighter-details/0d506315895efffc,Sean Pierson,L,Welterweight Bout,KO/TKO,1,162,3,Herb Dean,http://ufcstats.com/fight-details/81ec228bf7af0fc1
6212,UFC 129: St-Pierre vs Shields,http://ufcstats.com/fighter-details/22edaf53ad59a967,Daniel Roberts,L,http://ufcstats.com/fighter-details/56116a79e4deed06,Claude Patrick,W,Welterweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/eb6a55ee772dd722
6213,UFC 129: St-Pierre vs Shields,http://ufcstats.com/fighter-details/5755960ebd0b16f6,Ivan Menjivar,W,http://ufcstats.com/fighter-details/8a0be41c0380188d,Charlie Valencia,L,Bantamweight Bout,KO/TKO,1,90,3,John McCarthy,http://ufcstats.com/fight-details/6d83de8d54f75ffc
6214,UFC 129: St-Pierre vs Shields,http://ufcstats.com/fighter-details/2be6596a9db33bf5,Jason MacDonald,W,http://ufcstats.com/fighter-details/aae99701b21554e4,Ryan Jensen,L,Middleweight Bout,Submission,1,97,3,Herb Dean,http://ufcstats.com/fight-details/5aef2af22f5f2fbd
6215,UFC 129: St-Pierre vs Shields,http://ufcstats.com/fighter-details/c21a036b4e012f1c,John Makdessi,W,http://ufcstats.com/fighter-details/d7b2c0b53883ee80,Kyle Watson,L,Lightweight Bout,KO/TKO,3,87,3,Dan Miragliotta,http://ufcstats.com/fight-details/6d3655c731347f94
6216,UFC 129: St-Pierre vs Shields,http://ufcstats.com/fighter-details/b4eeac608fc82f88,Yves Jabouin,L,http://ufcstats.com/fighter-details/8e5bfd4e82352340,Pablo Garza,W,Featherweight Bout,Submission,1,271,3,Yves Lavigne,http://ufcstats.com/fight-details/8348ff428d1687ab
